,Relationship,full_community_id_source,name_source,Ar_target,AtomicNumber_target,Density_target,MeltingPoint_target,Symbol_target,full_community_id_target,name_target
1873,IS_COMPOSED_OF,857,C93400,630.5,331,51,630.5,121.76,ANTIMONY,Sb
1874,IS_COMPOSED_OF,857,C93400,1085,319,29,1085,63.546,COPPER,Cu
1875,IS_COMPOSED_OF,857,C93400,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
1876,IS_COMPOSED_OF,857,C93400,231.9,326,50,231.9,118.71,TIN,Sn
1877,IS_COMPOSED_OF,857,C93400,1455,327,28,1455,58.6934,NICKEL,Ni
1878,IS_COMPOSED_OF,857,C93400,1414,333,14,1414,28.0855,SILICON,Si
1879,IS_COMPOSED_OF,857,C93400,419.5,328,30,419.5,65.38,ZINC,Zn
1880,IS_COMPOSED_OF,857,C93400,660.3,322,13,660.3,26.981539,ALUMINUM,Al
1881,IS_COMPOSED_OF,857,C93400,112.8,943,16,112.8,32.605,SULFUR ,S
1882,IS_COMPOSED_OF,857,C93400,327.5,329,82,327.5,207.2,LEAD,Pb
1883,IS_COMPOSED_OF,858,C93500,231.9,326,50,231.9,118.71,TIN,Sn
1884,IS_COMPOSED_OF,858,C93500,327.5,329,82,327.5,207.2,LEAD,Pb
1885,IS_COMPOSED_OF,858,C93500,1085,319,29,1085,63.546,COPPER,Cu
1886,IS_COMPOSED_OF,858,C93500,231.9,326,50,231.9,118.71,TIN,Sn
1887,IS_COMPOSED_OF,858,C93500,1538,321,26,1538,55.845,IRON,Fe
1888,IS_COMPOSED_OF,858,C93500,327.5,329,82,327.5,207.2,LEAD,Pb
1889,IS_COMPOSED_OF,858,C93500,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
1890,IS_COMPOSED_OF,858,C93500,1455,327,28,1455,58.6934,NICKEL,Ni
1891,IS_COMPOSED_OF,858,C93500,112.8,943,16,112.8,32.605,SULFUR ,S
1892,IS_COMPOSED_OF,858,C93500,1414,333,14,1414,28.0855,SILICON,Si
1893,IS_COMPOSED_OF,858,C93500,660.3,322,13,660.3,26.981539,ALUMINUM,Al
1894,IS_COMPOSED_OF,858,C93500,1085,319,29,1085,63.546,COPPER,Cu
1895,IS_COMPOSED_OF,858,C93500,630.5,331,51,630.5,121.76,ANTIMONY,Sb
1896,IS_COMPOSED_OF,858,C93500,419.5,328,30,419.5,65.38,ZINC,Zn
1897,IS_COMPOSED_OF,859,C93600,1085,319,29,1085,63.546,COPPER,Cu
1898,IS_COMPOSED_OF,859,C93600,231.9,326,50,231.9,118.71,TIN,Sn
1899,IS_COMPOSED_OF,859,C93600,327.5,329,82,327.5,207.2,LEAD,Pb
1900,IS_COMPOSED_OF,859,C93600,419.5,328,30,419.5,65.38,ZINC,Zn
1901,IS_COMPOSED_OF,859,C93600,327.5,329,82,327.5,207.2,LEAD,Pb
1902,IS_COMPOSED_OF,859,C93600,231.9,326,50,231.9,118.71,TIN,Sn
1903,IS_COMPOSED_OF,859,C93600,660.3,322,13,660.3,26.981539,ALUMINUM,Al
1904,IS_COMPOSED_OF,859,C93600,1414,333,14,1414,28.0855,SILICON,Si
1905,IS_COMPOSED_OF,859,C93600,630.5,331,51,630.5,121.76,ANTIMONY,Sb
1906,IS_COMPOSED_OF,859,C93600,1085,319,29,1085,63.546,COPPER,Cu
1907,IS_COMPOSED_OF,859,C93600,1455,327,28,1455,58.6934,NICKEL,Ni
1908,IS_COMPOSED_OF,859,C93600,1538,321,26,1538,55.845,IRON,Fe
1909,IS_COMPOSED_OF,859,C93600,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
1910,IS_COMPOSED_OF,859,C93600,112.8,943,16,112.8,32.605,SULFUR ,S
1911,IS_COMPOSED_OF,860,C93700,327.5,329,82,327.5,207.2,LEAD,Pb
1912,IS_COMPOSED_OF,860,C93700,231.9,326,50,231.9,118.71,TIN,Sn
1913,IS_COMPOSED_OF,860,C93700,1085,319,29,1085,63.546,COPPER,Cu
1914,IS_COMPOSED_OF,860,C93700,1455,327,28,1455,58.6934,NICKEL,Ni
1915,IS_COMPOSED_OF,860,C93700,327.5,329,82,327.5,207.2,LEAD,Pb
1916,IS_COMPOSED_OF,860,C93700,1085,319,29,1085,63.546,COPPER,Cu
1917,IS_COMPOSED_OF,860,C93700,231.9,326,50,231.9,118.71,TIN,Sn
1918,IS_COMPOSED_OF,860,C93700,419.5,328,30,419.5,65.38,ZINC,Zn
1919,IS_COMPOSED_OF,860,C93700,660.3,322,13,660.3,26.981539,ALUMINUM,Al
1920,IS_COMPOSED_OF,860,C93700,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
1921,IS_COMPOSED_OF,860,C93700,1538,321,26,1538,55.845,IRON,Fe
1922,IS_COMPOSED_OF,860,C93700,1414,333,14,1414,28.0855,SILICON,Si
1923,IS_COMPOSED_OF,860,C93700,630.5,331,51,630.5,121.76,ANTIMONY,Sb
1924,IS_COMPOSED_OF,860,C93700,112.8,943,16,112.8,32.605,SULFUR ,S
1925,IS_COMPOSED_OF,861,C93720,1085,319,29,1085,63.546,COPPER,Cu
1926,IS_COMPOSED_OF,861,C93720,327.5,329,82,327.5,207.2,LEAD,Pb
1927,IS_COMPOSED_OF,861,C93720,231.9,326,50,231.9,118.71,TIN,Sn
1928,IS_COMPOSED_OF,861,C93720,419.5,328,30,419.5,65.38,ZINC,Zn
1929,IS_COMPOSED_OF,861,C93720,231.9,326,50,231.9,118.71,TIN,Sn
1930,IS_COMPOSED_OF,861,C93720,1455,327,28,1455,58.6934,NICKEL,Ni
1931,IS_COMPOSED_OF,861,C93720,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
1932,IS_COMPOSED_OF,861,C93720,630.5,331,51,630.5,121.76,ANTIMONY,Sb
1933,IS_COMPOSED_OF,861,C93720,327.5,329,82,327.5,207.2,LEAD,Pb
1934,IS_COMPOSED_OF,861,C93720,1538,321,26,1538,55.845,IRON,Fe
1935,IS_COMPOSED_OF,862,C93800,231.9,326,50,231.9,118.71,TIN,Sn
1936,IS_COMPOSED_OF,862,C93800,327.5,329,82,327.5,207.2,LEAD,Pb
1937,IS_COMPOSED_OF,862,C93800,1085,319,29,1085,63.546,COPPER,Cu
1938,IS_COMPOSED_OF,862,C93800,630.5,331,51,630.5,121.76,ANTIMONY,Sb
1939,IS_COMPOSED_OF,862,C93800,1085,319,29,1085,63.546,COPPER,Cu
1940,IS_COMPOSED_OF,862,C93800,112.8,943,16,112.8,32.605,SULFUR ,S
1941,IS_COMPOSED_OF,862,C93800,1414,333,14,1414,28.0855,SILICON,Si
1942,IS_COMPOSED_OF,862,C93800,231.9,326,50,231.9,118.71,TIN,Sn
1943,IS_COMPOSED_OF,862,C93800,327.5,329,82,327.5,207.2,LEAD,Pb
1944,IS_COMPOSED_OF,862,C93800,419.5,328,30,419.5,65.38,ZINC,Zn
1945,IS_COMPOSED_OF,862,C93800,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
1946,IS_COMPOSED_OF,862,C93800,1538,321,26,1538,55.845,IRON,Fe
1947,IS_COMPOSED_OF,862,C93800,1455,327,28,1455,58.6934,NICKEL,Ni
1948,IS_COMPOSED_OF,862,C93800,660.3,322,13,660.3,26.981539,ALUMINUM,Al
1949,IS_COMPOSED_OF,863,C93900,231.9,326,50,231.9,118.71,TIN,Sn
1950,IS_COMPOSED_OF,863,C93900,1085,319,29,1085,63.546,COPPER,Cu
1951,IS_COMPOSED_OF,863,C93900,327.5,329,82,327.5,207.2,LEAD,Pb
1952,IS_COMPOSED_OF,863,C93900,660.3,322,13,660.3,26.981539,ALUMINUM,Al
1953,IS_COMPOSED_OF,863,C93900,1085,319,29,1085,63.546,COPPER,Cu
1954,IS_COMPOSED_OF,863,C93900,327.5,329,82,327.5,207.2,LEAD,Pb
1955,IS_COMPOSED_OF,863,C93900,419.5,328,30,419.5,65.38,ZINC,Zn
1956,IS_COMPOSED_OF,863,C93900,1414,333,14,1414,28.0855,SILICON,Si
1957,IS_COMPOSED_OF,863,C93900,1455,327,28,1455,58.6934,NICKEL,Ni
1958,IS_COMPOSED_OF,863,C93900,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
1959,IS_COMPOSED_OF,863,C93900,231.9,326,50,231.9,118.71,TIN,Sn
1960,IS_COMPOSED_OF,863,C93900,112.8,943,16,112.8,32.605,SULFUR ,S
1961,IS_COMPOSED_OF,863,C93900,1538,321,26,1538,55.845,IRON,Fe
1962,IS_COMPOSED_OF,863,C93900,630.5,331,51,630.5,121.76,ANTIMONY,Sb
1963,IS_COMPOSED_OF,864,C94000,327.5,329,82,327.5,207.2,LEAD,Pb
1964,IS_COMPOSED_OF,864,C94000,231.9,326,50,231.9,118.71,TIN,Sn
1965,IS_COMPOSED_OF,864,C94000,1085,319,29,1085,63.546,COPPER,Cu
1966,IS_COMPOSED_OF,864,C94000,1455,327,28,1455,58.6934,NICKEL,Ni
1967,IS_COMPOSED_OF,864,C94000,1538,321,26,1538,55.845,IRON,Fe
1968,IS_COMPOSED_OF,864,C94000,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
1969,IS_COMPOSED_OF,864,C94000,660.3,322,13,660.3,26.981539,ALUMINUM,Al
1970,IS_COMPOSED_OF,864,C94000,1455,327,28,1455,58.6934,NICKEL,Ni
1971,IS_COMPOSED_OF,864,C94000,419.5,328,30,419.5,65.38,ZINC,Zn
1972,IS_COMPOSED_OF,864,C94000,231.9,326,50,231.9,118.71,TIN,Sn
1973,IS_COMPOSED_OF,864,C94000,630.5,331,51,630.5,121.76,ANTIMONY,Sb
1974,IS_COMPOSED_OF,864,C94000,1085,319,29,1085,63.546,COPPER,Cu
1975,IS_COMPOSED_OF,864,C94000,327.5,329,82,327.5,207.2,LEAD,Pb
1976,IS_COMPOSED_OF,864,C94000,112.8,943,16,112.8,32.605,SULFUR ,S
1977,IS_COMPOSED_OF,864,C94000,1414,333,14,1414,28.0855,SILICON,Si
1978,IS_COMPOSED_OF,865,C94100,327.5,329,82,327.5,207.2,LEAD,Pb
1979,IS_COMPOSED_OF,865,C94100,1085,319,29,1085,63.546,COPPER,Cu
1980,IS_COMPOSED_OF,865,C94100,231.9,326,50,231.9,118.71,TIN,Sn
1981,IS_COMPOSED_OF,865,C94100,327.5,329,82,327.5,207.2,LEAD,Pb
1982,IS_COMPOSED_OF,865,C94100,1455,327,28,1455,58.6934,NICKEL,Ni
1983,IS_COMPOSED_OF,865,C94100,1538,321,26,1538,55.845,IRON,Fe
1984,IS_COMPOSED_OF,865,C94100,231.9,326,50,231.9,118.71,TIN,Sn
1985,IS_COMPOSED_OF,865,C94100,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
1986,IS_COMPOSED_OF,865,C94100,630.5,331,51,630.5,121.76,ANTIMONY,Sb
1987,IS_COMPOSED_OF,865,C94100,1085,319,29,1085,63.546,COPPER,Cu
1988,IS_COMPOSED_OF,865,C94100,660.3,322,13,660.3,26.981539,ALUMINUM,Al
1989,IS_COMPOSED_OF,865,C94100,112.8,943,16,112.8,32.605,SULFUR ,S
1990,IS_COMPOSED_OF,865,C94100,1414,333,14,1414,28.0855,SILICON,Si
1991,IS_COMPOSED_OF,865,C94100,419.5,328,30,419.5,65.38,ZINC,Zn
1992,IS_COMPOSED_OF,866,C94200,231.9,326,50,231.9,118.71,TIN,Sn
1993,IS_COMPOSED_OF,866,C94200,327.5,329,82,327.5,207.2,LEAD,Pb
1994,IS_COMPOSED_OF,866,C94200,1085,319,29,1085,63.546,COPPER,Cu
1995,IS_COMPOSED_OF,866,C94200,327.5,329,82,327.5,207.2,LEAD,Pb
1996,IS_COMPOSED_OF,866,C94200,630.5,331,51,630.5,121.76,ANTIMONY,Sb
1997,IS_COMPOSED_OF,866,C94200,1538,321,26,1538,55.845,IRON,Fe
1998,IS_COMPOSED_OF,866,C94200,231.9,326,50,231.9,118.71,TIN,Sn
1999,IS_COMPOSED_OF,866,C94200,419.5,328,30,419.5,65.38,ZINC,Zn
2000,IS_COMPOSED_OF,866,C94200,1455,327,28,1455,58.6934,NICKEL,Ni
2001,IS_COMPOSED_OF,866,C94200,1085,319,29,1085,63.546,COPPER,Cu
2002,IS_COMPOSED_OF,867,C94300,1085,319,29,1085,63.546,COPPER,Cu
2003,IS_COMPOSED_OF,867,C94300,327.5,329,82,327.5,207.2,LEAD,Pb
2004,IS_COMPOSED_OF,867,C94300,231.9,326,50,231.9,118.71,TIN,Sn
2005,IS_COMPOSED_OF,867,C94300,630.5,331,51,630.5,121.76,ANTIMONY,Sb
2006,IS_COMPOSED_OF,867,C94300,1085,319,29,1085,63.546,COPPER,Cu
2007,IS_COMPOSED_OF,867,C94300,660.3,322,13,660.3,26.981539,ALUMINUM,Al
2008,IS_COMPOSED_OF,867,C94300,1538,321,26,1538,55.845,IRON,Fe
2009,IS_COMPOSED_OF,867,C94300,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
2010,IS_COMPOSED_OF,867,C94300,1414,333,14,1414,28.0855,SILICON,Si
2011,IS_COMPOSED_OF,867,C94300,112.8,943,16,112.8,32.605,SULFUR ,S
2012,IS_COMPOSED_OF,867,C94300,419.5,328,30,419.5,65.38,ZINC,Zn
2013,IS_COMPOSED_OF,867,C94300,231.9,326,50,231.9,118.71,TIN,Sn
2014,IS_COMPOSED_OF,867,C94300,1455,327,28,1455,58.6934,NICKEL,Ni
2015,IS_COMPOSED_OF,867,C94300,327.5,329,82,327.5,207.2,LEAD,Pb
2016,IS_COMPOSED_OF,868,C94310,327.5,329,82,327.5,207.2,LEAD,Pb
2017,IS_COMPOSED_OF,868,C94310,231.9,326,50,231.9,118.71,TIN,Sn
2018,IS_COMPOSED_OF,868,C94310,1455,327,28,1455,58.6934,NICKEL,Ni
2019,IS_COMPOSED_OF,868,C94310,630.5,331,51,630.5,121.76,ANTIMONY,Sb
2020,IS_COMPOSED_OF,868,C94310,1085,319,29,1085,63.546,COPPER,Cu
2021,IS_COMPOSED_OF,868,C94310,231.9,326,50,231.9,118.71,TIN,Sn
2022,IS_COMPOSED_OF,868,C94310,327.5,329,82,327.5,207.2,LEAD,Pb
2023,IS_COMPOSED_OF,868,C94310,1538,321,26,1538,55.845,IRON,Fe
2024,IS_COMPOSED_OF,868,C94310,1455,327,28,1455,58.6934,NICKEL,Ni
2025,IS_COMPOSED_OF,868,C94310,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
2026,IS_COMPOSED_OF,868,C94310,419.5,328,30,419.5,65.38,ZINC,Zn
2027,IS_COMPOSED_OF,869,C94320,327.5,329,82,327.5,207.2,LEAD,Pb
2028,IS_COMPOSED_OF,869,C94320,231.9,326,50,231.9,118.71,TIN,Sn
2029,IS_COMPOSED_OF,869,C94320,1538,321,26,1538,55.845,IRON,Fe
2030,IS_COMPOSED_OF,869,C94320,327.5,329,82,327.5,207.2,LEAD,Pb
2031,IS_COMPOSED_OF,869,C94320,231.9,326,50,231.9,118.71,TIN,Sn
2032,IS_COMPOSED_OF,869,C94320,1085,319,29,1085,63.546,COPPER,Cu
2033,IS_COMPOSED_OF,870,C94330,1085,319,29,1085,63.546,COPPER,Cu
2034,IS_COMPOSED_OF,870,C94330,231.9,326,50,231.9,118.71,TIN,Sn
2035,IS_COMPOSED_OF,870,C94330,327.5,329,82,327.5,207.2,LEAD,Pb
2036,IS_COMPOSED_OF,870,C94330,1455,327,28,1455,58.6934,NICKEL,Ni
2037,IS_COMPOSED_OF,870,C94330,231.9,326,50,231.9,118.71,TIN,Sn
2038,IS_COMPOSED_OF,870,C94330,1085,319,29,1085,63.546,COPPER,Cu
2039,IS_COMPOSED_OF,870,C94330,630.5,331,51,630.5,121.76,ANTIMONY,Sb
2040,IS_COMPOSED_OF,870,C94330,327.5,329,82,327.5,207.2,LEAD,Pb
2041,IS_COMPOSED_OF,870,C94330,419.5,328,30,419.5,65.38,ZINC,Zn
2042,IS_COMPOSED_OF,870,C94330,1538,321,26,1538,55.845,IRON,Fe
2043,IS_COMPOSED_OF,870,C94330,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
2044,IS_COMPOSED_OF,871,C94400,327.5,329,82,327.5,207.2,LEAD,Pb
2045,IS_COMPOSED_OF,871,C94400,231.9,326,50,231.9,118.71,TIN,Sn
2046,IS_COMPOSED_OF,871,C94400,630.5,331,51,630.5,121.76,ANTIMONY,Sb
2047,IS_COMPOSED_OF,871,C94400,1538,321,26,1538,55.845,IRON,Fe
2048,IS_COMPOSED_OF,871,C94400,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
2049,IS_COMPOSED_OF,871,C94400,660.3,322,13,660.3,26.981539,ALUMINUM,Al
2050,IS_COMPOSED_OF,871,C94400,1455,327,28,1455,58.6934,NICKEL,Ni
2051,IS_COMPOSED_OF,871,C94400,231.9,326,50,231.9,118.71,TIN,Sn
2052,IS_COMPOSED_OF,871,C94400,327.5,329,82,327.5,207.2,LEAD,Pb
2053,IS_COMPOSED_OF,871,C94400,112.8,943,16,112.8,32.605,SULFUR ,S
2054,IS_COMPOSED_OF,871,C94400,419.5,328,30,419.5,65.38,ZINC,Zn
2055,IS_COMPOSED_OF,871,C94400,1085,319,29,1085,63.546,COPPER,Cu
2056,IS_COMPOSED_OF,871,C94400,1414,333,14,1414,28.0855,SILICON,Si
2057,IS_COMPOSED_OF,872,C94500,327.5,329,82,327.5,207.2,LEAD,Pb
2058,IS_COMPOSED_OF,872,C94500,231.9,326,50,231.9,118.71,TIN,Sn
2059,IS_COMPOSED_OF,872,C94500,1538,321,26,1538,55.845,IRON,Fe
2060,IS_COMPOSED_OF,872,C94500,1455,327,28,1455,58.6934,NICKEL,Ni
2061,IS_COMPOSED_OF,872,C94500,419.5,328,30,419.5,65.38,ZINC,Zn
2062,IS_COMPOSED_OF,872,C94500,1414,333,14,1414,28.0855,SILICON,Si
2063,IS_COMPOSED_OF,872,C94500,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
2064,IS_COMPOSED_OF,872,C94500,112.8,943,16,112.8,32.605,SULFUR ,S
2065,IS_COMPOSED_OF,872,C94500,630.5,331,51,630.5,121.76,ANTIMONY,Sb
2066,IS_COMPOSED_OF,872,C94500,1085,319,29,1085,63.546,COPPER,Cu
2067,IS_COMPOSED_OF,872,C94500,660.3,322,13,660.3,26.981539,ALUMINUM,Al
2068,IS_COMPOSED_OF,872,C94500,231.9,326,50,231.9,118.71,TIN,Sn
2069,IS_COMPOSED_OF,872,C94500,327.5,329,82,327.5,207.2,LEAD,Pb
2070,IS_COMPOSED_OF,873,C94700,419.5,328,30,419.5,65.38,ZINC,Zn
2071,IS_COMPOSED_OF,873,C94700,1455,327,28,1455,58.6934,NICKEL,Ni
2072,IS_COMPOSED_OF,873,C94700,231.9,326,50,231.9,118.71,TIN,Sn
2073,IS_COMPOSED_OF,873,C94700,1085,319,29,1085,63.546,COPPER,Cu
2074,IS_COMPOSED_OF,873,C94700,231.9,326,50,231.9,118.71,TIN,Sn
2075,IS_COMPOSED_OF,873,C94700,1085,319,29,1085,63.546,COPPER,Cu
2076,IS_COMPOSED_OF,873,C94700,419.5,328,30,419.5,65.38,ZINC,Zn
2077,IS_COMPOSED_OF,873,C94700,630.5,331,51,630.5,121.76,ANTIMONY,Sb
2078,IS_COMPOSED_OF,873,C94700,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
2079,IS_COMPOSED_OF,873,C94700,112.8,943,16,112.8,32.605,SULFUR ,S
2080,IS_COMPOSED_OF,873,C94700,327.5,329,82,327.5,207.2,LEAD,Pb
2081,IS_COMPOSED_OF,873,C94700,1455,327,28,1455,58.6934,NICKEL,Ni
2082,IS_COMPOSED_OF,873,C94700,1538,321,26,1538,55.845,IRON,Fe
2083,IS_COMPOSED_OF,873,C94700,1246,330,25,1246,54.938044,MANGANESE,Mn
2084,IS_COMPOSED_OF,873,C94700,660.3,322,13,660.3,26.981539,ALUMINUM,Al
2085,IS_COMPOSED_OF,873,C94700,1414,333,14,1414,28.0855,SILICON,Si
2086,IS_COMPOSED_OF,874,C94800,231.9,326,50,231.9,118.71,TIN,Sn
2087,IS_COMPOSED_OF,874,C94800,1455,327,28,1455,58.6934,NICKEL,Ni
2088,IS_COMPOSED_OF,874,C94800,1085,319,29,1085,63.546,COPPER,Cu
2089,IS_COMPOSED_OF,874,C94800,419.5,328,30,419.5,65.38,ZINC,Zn
2090,IS_COMPOSED_OF,874,C94800,327.5,329,82,327.5,207.2,LEAD,Pb
2091,IS_COMPOSED_OF,874,C94800,1246,330,25,1246,54.938044,MANGANESE,Mn
2092,IS_COMPOSED_OF,874,C94800,1085,319,29,1085,63.546,COPPER,Cu
2093,IS_COMPOSED_OF,874,C94800,327.5,329,82,327.5,207.2,LEAD,Pb
2094,IS_COMPOSED_OF,874,C94800,1414,333,14,1414,28.0855,SILICON,Si
2095,IS_COMPOSED_OF,874,C94800,231.9,326,50,231.9,118.71,TIN,Sn
2096,IS_COMPOSED_OF,874,C94800,660.3,322,13,660.3,26.981539,ALUMINUM,Al
2097,IS_COMPOSED_OF,874,C94800,1455,327,28,1455,58.6934,NICKEL,Ni
2098,IS_COMPOSED_OF,874,C94800,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
2099,IS_COMPOSED_OF,874,C94800,112.8,943,16,112.8,32.605,SULFUR ,S
2100,IS_COMPOSED_OF,874,C94800,1538,321,26,1538,55.845,IRON,Fe
2101,IS_COMPOSED_OF,874,C94800,419.5,328,30,419.5,65.38,ZINC,Zn
2102,IS_COMPOSED_OF,874,C94800,630.5,331,51,630.5,121.76,ANTIMONY,Sb
2103,IS_COMPOSED_OF,875,C94900,419.5,328,30,419.5,65.38,ZINC,Zn
2104,IS_COMPOSED_OF,875,C94900,1085,319,29,1085,63.546,COPPER,Cu
2105,IS_COMPOSED_OF,875,C94900,231.9,326,50,231.9,118.71,TIN,Sn
2106,IS_COMPOSED_OF,875,C94900,1455,327,28,1455,58.6934,NICKEL,Ni
2107,IS_COMPOSED_OF,875,C94900,327.5,329,82,327.5,207.2,LEAD,Pb
2108,IS_COMPOSED_OF,875,C94900,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
2109,IS_COMPOSED_OF,875,C94900,112.8,943,16,112.8,32.605,SULFUR ,S
2110,IS_COMPOSED_OF,875,C94900,1246,330,25,1246,54.938044,MANGANESE,Mn
2111,IS_COMPOSED_OF,875,C94900,231.9,326,50,231.9,118.71,TIN,Sn
2112,IS_COMPOSED_OF,875,C94900,1414,333,14,1414,28.0855,SILICON,Si
2113,IS_COMPOSED_OF,875,C94900,327.5,329,82,327.5,207.2,LEAD,Pb
2114,IS_COMPOSED_OF,875,C94900,1538,321,26,1538,55.845,IRON,Fe
2115,IS_COMPOSED_OF,875,C94900,630.5,331,51,630.5,121.76,ANTIMONY,Sb
2116,IS_COMPOSED_OF,875,C94900,1085,319,29,1085,63.546,COPPER,Cu
2117,IS_COMPOSED_OF,875,C94900,660.3,322,13,660.3,26.981539,ALUMINUM,Al
2118,IS_COMPOSED_OF,875,C94900,1455,327,28,1455,58.6934,NICKEL,Ni
2119,IS_COMPOSED_OF,875,C94900,419.5,328,30,419.5,65.38,ZINC,Zn
2120,IS_COMPOSED_OF,876,C95200,1085,319,29,1085,63.546,COPPER,Cu
2121,IS_COMPOSED_OF,876,C95200,660.3,322,13,660.3,26.981539,ALUMINUM,Al
2122,IS_COMPOSED_OF,876,C95200,1538,321,26,1538,55.845,IRON,Fe
2123,IS_COMPOSED_OF,876,C95200,1538,321,26,1538,55.845,IRON,Fe
2124,IS_COMPOSED_OF,876,C95200,660.3,322,13,660.3,26.981539,ALUMINUM,Al
2125,IS_COMPOSED_OF,877,C95210,660.3,322,13,660.3,26.981539,ALUMINUM,Al
2126,IS_COMPOSED_OF,877,C95210,1085,319,29,1085,63.546,COPPER,Cu
2127,IS_COMPOSED_OF,877,C95210,1538,321,26,1538,55.845,IRON,Fe
2128,IS_COMPOSED_OF,877,C95210,1414,333,14,1414,28.0855,SILICON,Si
2129,IS_COMPOSED_OF,877,C95210,231.9,326,50,231.9,118.71,TIN,Sn
2130,IS_COMPOSED_OF,877,C95210,1246,330,25,1246,54.938044,MANGANESE,Mn
2131,IS_COMPOSED_OF,877,C95210,650,323,12,650,24.305,MAGNESIUM,Mg
2132,IS_COMPOSED_OF,877,C95210,419.5,328,30,419.5,65.38,ZINC,Zn
2133,IS_COMPOSED_OF,877,C95210,660.3,322,13,660.3,26.981539,ALUMINUM,Al
2134,IS_COMPOSED_OF,877,C95210,1538,321,26,1538,55.845,IRON,Fe
2135,IS_COMPOSED_OF,877,C95210,1455,327,28,1455,58.6934,NICKEL,Ni
2136,IS_COMPOSED_OF,877,C95210,327.5,329,82,327.5,207.2,LEAD,Pb
2137,IS_COMPOSED_OF,878,C95220,1538,321,26,1538,55.845,IRON,Fe
2138,IS_COMPOSED_OF,878,C95220,660.3,322,13,660.3,26.981539,ALUMINUM,Al
2139,IS_COMPOSED_OF,878,C95220,1085,319,29,1085,63.546,COPPER,Cu
2140,IS_COMPOSED_OF,878,C95220,1538,321,26,1538,55.845,IRON,Fe
2141,IS_COMPOSED_OF,878,C95220,660.3,322,13,660.3,26.981539,ALUMINUM,Al
2142,IS_COMPOSED_OF,878,C95220,1246,330,25,1246,54.938044,MANGANESE,Mn
2143,IS_COMPOSED_OF,878,C95220,1455,327,28,1455,58.6934,NICKEL,Ni
2144,IS_COMPOSED_OF,879,C95300,1538,321,26,1538,55.845,IRON,Fe
2145,IS_COMPOSED_OF,879,C95300,1085,319,29,1085,63.546,COPPER,Cu
2146,IS_COMPOSED_OF,879,C95300,660.3,322,13,660.3,26.981539,ALUMINUM,Al
2147,IS_COMPOSED_OF,879,C95300,660.3,322,13,660.3,26.981539,ALUMINUM,Al
2148,IS_COMPOSED_OF,879,C95300,1538,321,26,1538,55.845,IRON,Fe
2149,IS_COMPOSED_OF,880,C95400,660.3,322,13,660.3,26.981539,ALUMINUM,Al
2150,IS_COMPOSED_OF,880,C95400,1538,321,26,1538,55.845,IRON,Fe
2151,IS_COMPOSED_OF,880,C95400,1085,319,29,1085,63.546,COPPER,Cu
2152,IS_COMPOSED_OF,880,C95400,1246,330,25,1246,54.938044,MANGANESE,Mn
2153,IS_COMPOSED_OF,880,C95400,660.3,322,13,660.3,26.981539,ALUMINUM,Al
2154,IS_COMPOSED_OF,880,C95400,1538,321,26,1538,55.845,IRON,Fe
2155,IS_COMPOSED_OF,880,C95400,1455,327,28,1455,58.6934,NICKEL,Ni
2156,IS_COMPOSED_OF,881,C95410,1538,321,26,1538,55.845,IRON,Fe
2157,IS_COMPOSED_OF,881,C95410,1455,327,28,1455,58.6934,NICKEL,Ni
2158,IS_COMPOSED_OF,881,C95410,1085,319,29,1085,63.546,COPPER,Cu
2159,IS_COMPOSED_OF,881,C95410,660.3,322,13,660.3,26.981539,ALUMINUM,Al
2160,IS_COMPOSED_OF,881,C95410,1455,327,28,1455,58.6934,NICKEL,Ni
2161,IS_COMPOSED_OF,881,C95410,1246,330,25,1246,54.938044,MANGANESE,Mn
2162,IS_COMPOSED_OF,881,C95410,1538,321,26,1538,55.845,IRON,Fe
2163,IS_COMPOSED_OF,881,C95410,660.3,322,13,660.3,26.981539,ALUMINUM,Al
2164,IS_COMPOSED_OF,882,C95420,1538,321,26,1538,55.845,IRON,Fe
2165,IS_COMPOSED_OF,882,C95420,660.3,322,13,660.3,26.981539,ALUMINUM,Al
2166,IS_COMPOSED_OF,882,C95420,1085,319,29,1085,63.546,COPPER,Cu
2167,IS_COMPOSED_OF,882,C95420,1455,327,28,1455,58.6934,NICKEL,Ni
2168,IS_COMPOSED_OF,882,C95420,660.3,322,13,660.3,26.981539,ALUMINUM,Al
