,Relationship,name,full_community_id,"""Ar""","""AtomicNumber""","""Density""","""MeltingPoint""","""Symbol""","""full_community_id""","""name"""
3557,IS_COMPOSED_OF,C42300,1380,327.5,329,82,327.5,207.2,LEAD,Pb
3558,IS_COMPOSED_OF,C42300,1380,1085,319,29,1085,63.546,COPPER,Cu
3559,IS_COMPOSED_OF,C42300,1380,1414,333,14,1414,28.0855,SILICON,Si
3560,IS_COMPOSED_OF,C42300,1380,419.5,328,30,419.5,65.38,ZINC,Zn
3561,IS_COMPOSED_OF,C42300,1380,1455,327,28,1455,58.6934,NICKEL,Ni
3562,IS_COMPOSED_OF,C42300,1380,1414,333,14,1414,28.0855,SILICON,Si
3563,IS_COMPOSED_OF,C42300,1380,231.9,326,50,231.9,118.71,TIN,Sn
3564,IS_COMPOSED_OF,C42300,1380,1085,319,29,1085,63.546,COPPER,Cu
3565,IS_COMPOSED_OF,C42300,1380,1455,327,28,1455,58.6934,NICKEL,Ni
3566,IS_COMPOSED_OF,C42500,1381,419.5,328,30,419.5,65.38,ZINC,Zn
3567,IS_COMPOSED_OF,C42500,1381,1538,321,26,1538,55.845,IRON,Fe
3568,IS_COMPOSED_OF,C42500,1381,327.5,329,82,327.5,207.2,LEAD,Pb
3569,IS_COMPOSED_OF,C42500,1381,1085,319,29,1085,63.546,COPPER,Cu
3570,IS_COMPOSED_OF,C42500,1381,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3571,IS_COMPOSED_OF,C42500,1381,231.9,326,50,231.9,118.71,TIN,Sn
3572,IS_COMPOSED_OF,C42500,1381,231.9,326,50,231.9,118.71,TIN,Sn
3573,IS_COMPOSED_OF,C42500,1381,1085,319,29,1085,63.546,COPPER,Cu
3574,IS_COMPOSED_OF,C42520,1382,231.9,326,50,231.9,118.71,TIN,Sn
3575,IS_COMPOSED_OF,C42520,1382,1455,327,28,1455,58.6934,NICKEL,Ni
3576,IS_COMPOSED_OF,C42520,1382,1538,321,26,1538,55.845,IRON,Fe
3577,IS_COMPOSED_OF,C42520,1382,419.5,328,30,419.5,65.38,ZINC,Zn
3578,IS_COMPOSED_OF,C42520,1382,327.5,329,82,327.5,207.2,LEAD,Pb
3579,IS_COMPOSED_OF,C42520,1382,1085,319,29,1085,63.546,COPPER,Cu
3580,IS_COMPOSED_OF,C42520,1382,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3581,IS_COMPOSED_OF,C42520,1382,231.9,326,50,231.9,118.71,TIN,Sn
3582,IS_COMPOSED_OF,C42520,1382,1455,327,28,1455,58.6934,NICKEL,Ni
3583,IS_COMPOSED_OF,C42520,1382,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3584,IS_COMPOSED_OF,C42520,1382,1085,319,29,1085,63.546,COPPER,Cu
3585,IS_COMPOSED_OF,C42520,1382,1538,321,26,1538,55.845,IRON,Fe
3586,IS_COMPOSED_OF,C42600,1383,327.5,329,82,327.5,207.2,LEAD,Pb
3587,IS_COMPOSED_OF,C42600,1383,419.5,328,30,419.5,65.38,ZINC,Zn
3588,IS_COMPOSED_OF,C42600,1383,1085,319,29,1085,63.546,COPPER,Cu
3589,IS_COMPOSED_OF,C42600,1383,1538,321,26,1538,55.845,IRON,Fe
3590,IS_COMPOSED_OF,C42600,1383,1455,327,28,1455,58.6934,NICKEL,Ni
3591,IS_COMPOSED_OF,C42600,1383,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3592,IS_COMPOSED_OF,C42600,1383,231.9,326,50,231.9,118.71,TIN,Sn
3593,IS_COMPOSED_OF,C42600,1383,1538,321,26,1538,55.845,IRON,Fe
3594,IS_COMPOSED_OF,C42600,1383,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3595,IS_COMPOSED_OF,C42600,1383,1085,319,29,1085,63.546,COPPER,Cu
3596,IS_COMPOSED_OF,C42600,1383,231.9,326,50,231.9,118.71,TIN,Sn
3597,IS_COMPOSED_OF,C42600,1383,1455,327,28,1455,58.6934,NICKEL,Ni
3598,IS_COMPOSED_OF,C43000,1384,327.5,329,82,327.5,207.2,LEAD,Pb
3599,IS_COMPOSED_OF,C43000,1384,419.5,328,30,419.5,65.38,ZINC,Zn
3600,IS_COMPOSED_OF,C43000,1384,1085,319,29,1085,63.546,COPPER,Cu
3601,IS_COMPOSED_OF,C43000,1384,231.9,326,50,231.9,118.71,TIN,Sn
3602,IS_COMPOSED_OF,C43000,1384,1538,321,26,1538,55.845,IRON,Fe
3603,IS_COMPOSED_OF,C43000,1384,1085,319,29,1085,63.546,COPPER,Cu
3604,IS_COMPOSED_OF,C43000,1384,231.9,326,50,231.9,118.71,TIN,Sn
3605,IS_COMPOSED_OF,C43200,1385,1538,321,26,1538,55.845,IRON,Fe
3606,IS_COMPOSED_OF,C43200,1385,419.5,328,30,419.5,65.38,ZINC,Zn
3607,IS_COMPOSED_OF,C43200,1385,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3608,IS_COMPOSED_OF,C43200,1385,1085,319,29,1085,63.546,COPPER,Cu
3609,IS_COMPOSED_OF,C43200,1385,327.5,329,82,327.5,207.2,LEAD,Pb
3610,IS_COMPOSED_OF,C43200,1385,231.9,326,50,231.9,118.71,TIN,Sn
3611,IS_COMPOSED_OF,C43200,1385,1085,319,29,1085,63.546,COPPER,Cu
3612,IS_COMPOSED_OF,C43200,1385,231.9,326,50,231.9,118.71,TIN,Sn
3613,IS_COMPOSED_OF,C43400,1386,1538,321,26,1538,55.845,IRON,Fe
3614,IS_COMPOSED_OF,C43400,1386,419.5,328,30,419.5,65.38,ZINC,Zn
3615,IS_COMPOSED_OF,C43400,1386,231.9,326,50,231.9,118.71,TIN,Sn
3616,IS_COMPOSED_OF,C43400,1386,1085,319,29,1085,63.546,COPPER,Cu
3617,IS_COMPOSED_OF,C43400,1386,327.5,329,82,327.5,207.2,LEAD,Pb
3618,IS_COMPOSED_OF,C43400,1386,1085,319,29,1085,63.546,COPPER,Cu
3619,IS_COMPOSED_OF,C43400,1386,231.9,326,50,231.9,118.71,TIN,Sn
3620,IS_COMPOSED_OF,C43500,1387,231.9,326,50,231.9,118.71,TIN,Sn
3621,IS_COMPOSED_OF,C43500,1387,419.5,328,30,419.5,65.38,ZINC,Zn
3622,IS_COMPOSED_OF,C43500,1387,1538,321,26,1538,55.845,IRON,Fe
3623,IS_COMPOSED_OF,C43500,1387,1085,319,29,1085,63.546,COPPER,Cu
3624,IS_COMPOSED_OF,C43500,1387,327.5,329,82,327.5,207.2,LEAD,Pb
3625,IS_COMPOSED_OF,C43500,1387,1085,319,29,1085,63.546,COPPER,Cu
3626,IS_COMPOSED_OF,C43500,1387,231.9,326,50,231.9,118.71,TIN,Sn
3627,IS_COMPOSED_OF,C43600,1388,1085,319,29,1085,63.546,COPPER,Cu
3628,IS_COMPOSED_OF,C43600,1388,419.5,328,30,419.5,65.38,ZINC,Zn
3629,IS_COMPOSED_OF,C43600,1388,327.5,329,82,327.5,207.2,LEAD,Pb
3630,IS_COMPOSED_OF,C43600,1388,1538,321,26,1538,55.845,IRON,Fe
3631,IS_COMPOSED_OF,C43600,1388,231.9,326,50,231.9,118.71,TIN,Sn
3632,IS_COMPOSED_OF,C43600,1388,1085,319,29,1085,63.546,COPPER,Cu
3633,IS_COMPOSED_OF,C43600,1388,231.9,326,50,231.9,118.71,TIN,Sn
3634,IS_COMPOSED_OF,C43800,1389,1538,321,26,1538,55.845,IRON,Fe
3635,IS_COMPOSED_OF,C43800,1389,419.5,328,30,419.5,65.38,ZINC,Zn
3636,IS_COMPOSED_OF,C43800,1389,327.5,329,82,327.5,207.2,LEAD,Pb
3637,IS_COMPOSED_OF,C43800,1389,1085,319,29,1085,63.546,COPPER,Cu
3638,IS_COMPOSED_OF,C43800,1389,231.9,326,50,231.9,118.71,TIN,Sn
3639,IS_COMPOSED_OF,C43800,1389,231.9,326,50,231.9,118.71,TIN,Sn
3640,IS_COMPOSED_OF,C43800,1389,1085,319,29,1085,63.546,COPPER,Cu
3641,IS_COMPOSED_OF,C44200,1390,419.5,328,30,419.5,65.38,ZINC,Zn
3642,IS_COMPOSED_OF,C44200,1390,1538,321,26,1538,55.845,IRON,Fe
3643,IS_COMPOSED_OF,C44200,1390,231.9,326,50,231.9,118.71,TIN,Sn
3644,IS_COMPOSED_OF,C44200,1390,1085,319,29,1085,63.546,COPPER,Cu
3645,IS_COMPOSED_OF,C44200,1390,327.5,329,82,327.5,207.2,LEAD,Pb
3646,IS_COMPOSED_OF,C44200,1390,1085,319,29,1085,63.546,COPPER,Cu
3647,IS_COMPOSED_OF,C44200,1390,231.9,326,50,231.9,118.71,TIN,Sn
3648,IS_COMPOSED_OF,C44250,1391,1455,327,28,1455,58.6934,NICKEL,Ni
3649,IS_COMPOSED_OF,C44250,1391,231.9,326,50,231.9,118.71,TIN,Sn
3650,IS_COMPOSED_OF,C44250,1391,1085,319,29,1085,63.546,COPPER,Cu
3651,IS_COMPOSED_OF,C44250,1391,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3652,IS_COMPOSED_OF,C44250,1391,1538,321,26,1538,55.845,IRON,Fe
3653,IS_COMPOSED_OF,C44250,1391,419.5,328,30,419.5,65.38,ZINC,Zn
3654,IS_COMPOSED_OF,C44250,1391,327.5,329,82,327.5,207.2,LEAD,Pb
3655,IS_COMPOSED_OF,C44250,1391,231.9,326,50,231.9,118.71,TIN,Sn
3656,IS_COMPOSED_OF,C44250,1391,1085,319,29,1085,63.546,COPPER,Cu
3657,IS_COMPOSED_OF,C44300,1392,1085,319,29,1085,63.546,COPPER,Cu
3658,IS_COMPOSED_OF,C44300,1392,231.9,326,50,231.9,118.71,TIN,Sn
3659,IS_COMPOSED_OF,C44300,1392,327.5,329,82,327.5,207.2,LEAD,Pb
3660,IS_COMPOSED_OF,C44300,1392,419.5,328,30,419.5,65.38,ZINC,Zn
3661,IS_COMPOSED_OF,C44300,1392,1538,321,26,1538,55.845,IRON,Fe
3662,IS_COMPOSED_OF,C44300,1392,816.8,944,33,816.8,74.9216,ARSENIC,As
3663,IS_COMPOSED_OF,C44300,1392,1085,319,29,1085,63.546,COPPER,Cu
3664,IS_COMPOSED_OF,C44300,1392,231.9,326,50,231.9,118.71,TIN,Sn
3665,IS_COMPOSED_OF,C44300,1392,816.8,944,33,816.8,74.9216,ARSENIC,As
3666,IS_COMPOSED_OF,C44400,1393,1085,319,29,1085,63.546,COPPER,Cu
3667,IS_COMPOSED_OF,C44400,1393,1538,321,26,1538,55.845,IRON,Fe
3668,IS_COMPOSED_OF,C44400,1393,419.5,328,30,419.5,65.38,ZINC,Zn
3669,IS_COMPOSED_OF,C44400,1393,231.9,326,50,231.9,118.71,TIN,Sn
3670,IS_COMPOSED_OF,C44400,1393,630.5,331,51,630.5,121.76,ANTIMONY,Sb
3671,IS_COMPOSED_OF,C44400,1393,327.5,329,82,327.5,207.2,LEAD,Pb
3672,IS_COMPOSED_OF,C44400,1393,630.5,331,51,630.5,121.76,ANTIMONY,Sb
3673,IS_COMPOSED_OF,C44400,1393,231.9,326,50,231.9,118.71,TIN,Sn
3674,IS_COMPOSED_OF,C44400,1393,1085,319,29,1085,63.546,COPPER,Cu
3675,IS_COMPOSED_OF,C44500,1394,1538,321,26,1538,55.845,IRON,Fe
3676,IS_COMPOSED_OF,C44500,1394,1085,319,29,1085,63.546,COPPER,Cu
3677,IS_COMPOSED_OF,C44500,1394,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3678,IS_COMPOSED_OF,C44500,1394,231.9,326,50,231.9,118.71,TIN,Sn
3679,IS_COMPOSED_OF,C44500,1394,419.5,328,30,419.5,65.38,ZINC,Zn
3680,IS_COMPOSED_OF,C44500,1394,327.5,329,82,327.5,207.2,LEAD,Pb
3681,IS_COMPOSED_OF,C44500,1394,231.9,326,50,231.9,118.71,TIN,Sn
3682,IS_COMPOSED_OF,C44500,1394,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3683,IS_COMPOSED_OF,C44500,1394,1085,319,29,1085,63.546,COPPER,Cu
3684,IS_COMPOSED_OF,C44710,1395,1538,321,26,1538,55.845,IRON,Fe
3685,IS_COMPOSED_OF,C44710,1395,327.5,329,82,327.5,207.2,LEAD,Pb
3686,IS_COMPOSED_OF,C44710,1395,231.9,326,50,231.9,118.71,TIN,Sn
3687,IS_COMPOSED_OF,C44710,1395,1085,319,29,1085,63.546,COPPER,Cu
3688,IS_COMPOSED_OF,C44710,1395,1455,327,28,1455,58.6934,NICKEL,Ni
3689,IS_COMPOSED_OF,C44710,1395,419.5,328,30,419.5,65.38,ZINC,Zn
3690,IS_COMPOSED_OF,C44710,1395,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3691,IS_COMPOSED_OF,C44710,1395,1455,327,28,1455,58.6934,NICKEL,Ni
3692,IS_COMPOSED_OF,C44710,1395,231.9,326,50,231.9,118.71,TIN,Sn
3693,IS_COMPOSED_OF,C44710,1395,1085,319,29,1085,63.546,COPPER,Cu
3694,IS_COMPOSED_OF,C44710,1395,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3695,IS_COMPOSED_OF,C44730,1396,1414,333,14,1414,28.0855,SILICON,Si
3696,IS_COMPOSED_OF,C44730,1396,1246,330,25,1246,54.938044,MANGANESE,Mn
3697,IS_COMPOSED_OF,C44730,1396,231.9,326,50,231.9,118.71,TIN,Sn
3698,IS_COMPOSED_OF,C44730,1396,327.5,329,82,327.5,207.2,LEAD,Pb
3699,IS_COMPOSED_OF,C44730,1396,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3700,IS_COMPOSED_OF,C44730,1396,419.5,328,30,419.5,65.38,ZINC,Zn
3701,IS_COMPOSED_OF,C44730,1396,650,323,12,650,24.305,MAGNESIUM,Mg
3702,IS_COMPOSED_OF,C44730,1396,1085,319,29,1085,63.546,COPPER,Cu
3703,IS_COMPOSED_OF,C44730,1396,1907,431,24,1907,51.9961,CHROMIUM,Cr
3704,IS_COMPOSED_OF,C44730,1396,1855,436,40,1855,91.224,ZIRCONIUM ,Zr
3705,IS_COMPOSED_OF,C44730,1396,1538,321,26,1538,55.845,IRON,Fe
3706,IS_COMPOSED_OF,C44730,1396,1455,327,28,1455,58.6934,NICKEL,Ni
3707,IS_COMPOSED_OF,C44730,1396,231.9,326,50,231.9,118.71,TIN,Sn
3708,IS_COMPOSED_OF,C44730,1396,419.5,328,30,419.5,65.38,ZINC,Zn
3709,IS_COMPOSED_OF,C44730,1396,1455,327,28,1455,58.6934,NICKEL,Ni
3710,IS_COMPOSED_OF,C44750,1397,327.5,329,82,327.5,207.2,LEAD,Pb
3711,IS_COMPOSED_OF,C44750,1397,419.5,328,30,419.5,65.38,ZINC,Zn
3712,IS_COMPOSED_OF,C44750,1397,1085,319,29,1085,63.546,COPPER,Cu
3713,IS_COMPOSED_OF,C44750,1397,231.9,326,50,231.9,118.71,TIN,Sn
3714,IS_COMPOSED_OF,C44750,1397,1538,321,26,1538,55.845,IRON,Fe
3715,IS_COMPOSED_OF,C44750,1397,419.5,328,30,419.5,65.38,ZINC,Zn
3716,IS_COMPOSED_OF,C44750,1397,231.9,326,50,231.9,118.71,TIN,Sn
3717,IS_COMPOSED_OF,C44750,1397,1538,321,26,1538,55.845,IRON,Fe
3718,IS_COMPOSED_OF,C45450,1398,660.3,322,13,660.3,26.981539,ALUMINUM,Al
3719,IS_COMPOSED_OF,C45450,1398,419.5,328,30,419.5,65.38,ZINC,Zn
3720,IS_COMPOSED_OF,C45450,1398,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3721,IS_COMPOSED_OF,C45450,1398,231.9,326,50,231.9,118.71,TIN,Sn
3722,IS_COMPOSED_OF,C45450,1398,1085,319,29,1085,63.546,COPPER,Cu
3723,IS_COMPOSED_OF,C45450,1398,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3724,IS_COMPOSED_OF,C45450,1398,231.9,326,50,231.9,118.71,TIN,Sn
3725,IS_COMPOSED_OF,C45450,1398,660.3,322,13,660.3,26.981539,ALUMINUM,Al
3726,IS_COMPOSED_OF,C45450,1398,1085,319,29,1085,63.546,COPPER,Cu
3727,IS_COMPOSED_OF,C45470,1399,660.3,322,13,660.3,26.981539,ALUMINUM,Al
3728,IS_COMPOSED_OF,C45470,1399,231.9,326,50,231.9,118.71,TIN,Sn
3729,IS_COMPOSED_OF,C45470,1399,1085,319,29,1085,63.546,COPPER,Cu
3730,IS_COMPOSED_OF,C45470,1399,327.5,329,82,327.5,207.2,LEAD,Pb
3731,IS_COMPOSED_OF,C45470,1399,419.5,328,30,419.5,65.38,ZINC,Zn
3732,IS_COMPOSED_OF,C45470,1399,1085,319,29,1085,63.546,COPPER,Cu
3733,IS_COMPOSED_OF,C45470,1399,660.3,322,13,660.3,26.981539,ALUMINUM,Al
3734,IS_COMPOSED_OF,C45470,1399,231.9,326,50,231.9,118.71,TIN,Sn
3735,IS_COMPOSED_OF,C4620,1400,327.5,329,82,327.5,207.2,LEAD,Pb
3736,IS_COMPOSED_OF,C4620,1400,231.9,326,50,231.9,118.71,TIN,Sn
3737,IS_COMPOSED_OF,C4620,1400,1085,319,29,1085,63.546,COPPER,Cu
3738,IS_COMPOSED_OF,C4620,1400,1538,321,26,1538,55.845,IRON,Fe
3739,IS_COMPOSED_OF,C4620,1400,419.5,328,30,419.5,65.38,ZINC,Zn
3740,IS_COMPOSED_OF,C4620,1400,1085,319,29,1085,63.546,COPPER,Cu
3741,IS_COMPOSED_OF,C4620,1400,231.9,326,50,231.9,118.71,TIN,Sn
3742,IS_COMPOSED_OF,C46210,1401,327.5,329,82,327.5,207.2,LEAD,Pb
3743,IS_COMPOSED_OF,C46210,1401,419.5,328,30,419.5,65.38,ZINC,Zn
3744,IS_COMPOSED_OF,C46210,1401,231.9,326,50,231.9,118.71,TIN,Sn
3745,IS_COMPOSED_OF,C46210,1401,660.3,322,13,660.3,26.981539,ALUMINUM,Al
3746,IS_COMPOSED_OF,C46210,1401,1414,333,14,1414,28.0855,SILICON,Si
3747,IS_COMPOSED_OF,C46210,1401,1085,319,29,1085,63.546,COPPER,Cu
3748,IS_COMPOSED_OF,C46210,1401,1085,319,29,1085,63.546,COPPER,Cu
3749,IS_COMPOSED_OF,C46250,1402,1538,321,26,1538,55.845,IRON,Fe
3750,IS_COMPOSED_OF,C46250,1402,327.5,329,82,327.5,207.2,LEAD,Pb
3751,IS_COMPOSED_OF,C46250,1402,1085,319,29,1085,63.546,COPPER,Cu
3752,IS_COMPOSED_OF,C46250,1402,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3753,IS_COMPOSED_OF,C46250,1402,650,323,12,650,24.305,MAGNESIUM,Mg
3754,IS_COMPOSED_OF,C46250,1402,231.9,326,50,231.9,118.71,TIN,Sn
3755,IS_COMPOSED_OF,C46250,1402,419.5,328,30,419.5,65.38,ZINC,Zn
3756,IS_COMPOSED_OF,C46250,1402,650,323,12,650,24.305,MAGNESIUM,Mg
3757,IS_COMPOSED_OF,C46250,1402,231.9,326,50,231.9,118.71,TIN,Sn
3758,IS_COMPOSED_OF,C46250,1402,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3759,IS_COMPOSED_OF,C46250,1402,1085,319,29,1085,63.546,COPPER,Cu
3760,IS_COMPOSED_OF,C46270,1403,231.9,326,50,231.9,118.71,TIN,Sn
3761,IS_COMPOSED_OF,C46270,1403,1246,330,25,1246,54.938044,MANGANESE,Mn
3762,IS_COMPOSED_OF,C46270,1403,1455,327,28,1455,58.6934,NICKEL,Ni
3763,IS_COMPOSED_OF,C46270,1403,419.5,328,30,419.5,65.38,ZINC,Zn
3764,IS_COMPOSED_OF,C46270,1403,1085,319,29,1085,63.546,COPPER,Cu
3765,IS_COMPOSED_OF,C46270,1403,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3766,IS_COMPOSED_OF,C46270,1403,1414,333,14,1414,28.0855,SILICON,Si
3767,IS_COMPOSED_OF,C46270,1403,327.5,329,82,327.5,207.2,LEAD,Pb
3768,IS_COMPOSED_OF,C46270,1403,1538,321,26,1538,55.845,IRON,Fe
3769,IS_COMPOSED_OF,C46270,1403,231.9,326,50,231.9,118.71,TIN,Sn
3770,IS_COMPOSED_OF,C46270,1403,1414,333,14,1414,28.0855,SILICON,Si
3771,IS_COMPOSED_OF,C46270,1403,1085,319,29,1085,63.546,COPPER,Cu
3772,IS_COMPOSED_OF,C46400,1404,1085,319,29,1085,63.546,COPPER,Cu
3773,IS_COMPOSED_OF,C46400,1404,327.5,329,82,327.5,207.2,LEAD,Pb
3774,IS_COMPOSED_OF,C46400,1404,1538,321,26,1538,55.845,IRON,Fe
3775,IS_COMPOSED_OF,C46400,1404,231.9,326,50,231.9,118.71,TIN,Sn
3776,IS_COMPOSED_OF,C46400,1404,419.5,328,30,419.5,65.38,ZINC,Zn
3777,IS_COMPOSED_OF,C46400,1404,231.9,326,50,231.9,118.71,TIN,Sn
3778,IS_COMPOSED_OF,C46400,1404,1085,319,29,1085,63.546,COPPER,Cu
3779,IS_COMPOSED_OF,C46420,1405,1085,319,29,1085,63.546,COPPER,Cu
3780,IS_COMPOSED_OF,C46420,1405,327.5,329,82,327.5,207.2,LEAD,Pb
3781,IS_COMPOSED_OF,C46420,1405,419.5,328,30,419.5,65.38,ZINC,Zn
3782,IS_COMPOSED_OF,C46420,1405,231.9,326,50,231.9,118.71,TIN,Sn
3783,IS_COMPOSED_OF,C46420,1405,1538,321,26,1538,55.845,IRON,Fe
3784,IS_COMPOSED_OF,C46420,1405,1085,319,29,1085,63.546,COPPER,Cu
3785,IS_COMPOSED_OF,C46420,1405,231.9,326,50,231.9,118.71,TIN,Sn
3786,IS_COMPOSED_OF,C46500,1406,327.5,329,82,327.5,207.2,LEAD,Pb
3787,IS_COMPOSED_OF,C46500,1406,1085,319,29,1085,63.546,COPPER,Cu
3788,IS_COMPOSED_OF,C46500,1406,231.9,326,50,231.9,118.71,TIN,Sn
3789,IS_COMPOSED_OF,C46500,1406,816.8,944,33,816.8,74.9216,ARSENIC,As
3790,IS_COMPOSED_OF,C46500,1406,1538,321,26,1538,55.845,IRON,Fe
3791,IS_COMPOSED_OF,C46500,1406,419.5,328,30,419.5,65.38,ZINC,Zn
3792,IS_COMPOSED_OF,C46500,1406,1085,319,29,1085,63.546,COPPER,Cu
3793,IS_COMPOSED_OF,C46500,1406,231.9,326,50,231.9,118.71,TIN,Sn
3794,IS_COMPOSED_OF,C46500,1406,816.8,944,33,816.8,74.9216,ARSENIC,As
3795,IS_COMPOSED_OF,C46600,1407,1538,321,26,1538,55.845,IRON,Fe
3796,IS_COMPOSED_OF,C46600,1407,327.5,329,82,327.5,207.2,LEAD,Pb
3797,IS_COMPOSED_OF,C46600,1407,630.5,331,51,630.5,121.76,ANTIMONY,Sb
3798,IS_COMPOSED_OF,C46600,1407,419.5,328,30,419.5,65.38,ZINC,Zn
3799,IS_COMPOSED_OF,C46600,1407,231.9,326,50,231.9,118.71,TIN,Sn
3800,IS_COMPOSED_OF,C46600,1407,1085,319,29,1085,63.546,COPPER,Cu
3801,IS_COMPOSED_OF,C46600,1407,231.9,326,50,231.9,118.71,TIN,Sn
3802,IS_COMPOSED_OF,C46600,1407,630.5,331,51,630.5,121.76,ANTIMONY,Sb
3803,IS_COMPOSED_OF,C46600,1407,1085,319,29,1085,63.546,COPPER,Cu
3804,IS_COMPOSED_OF,C46700,1408,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3805,IS_COMPOSED_OF,C46700,1408,327.5,329,82,327.5,207.2,LEAD,Pb
3806,IS_COMPOSED_OF,C46700,1408,419.5,328,30,419.5,65.38,ZINC,Zn
3807,IS_COMPOSED_OF,C46700,1408,1538,321,26,1538,55.845,IRON,Fe
3808,IS_COMPOSED_OF,C46700,1408,1085,319,29,1085,63.546,COPPER,Cu
3809,IS_COMPOSED_OF,C46700,1408,231.9,326,50,231.9,118.71,TIN,Sn
3810,IS_COMPOSED_OF,C46700,1408,231.9,326,50,231.9,118.71,TIN,Sn
3811,IS_COMPOSED_OF,C46700,1408,1085,319,29,1085,63.546,COPPER,Cu
3812,IS_COMPOSED_OF,C46700,1408,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3813,IS_COMPOSED_OF,C46750,1409,419.5,328,30,419.5,65.38,ZINC,Zn
3814,IS_COMPOSED_OF,C46750,1409,1455,327,28,1455,58.6934,NICKEL,Ni
3815,IS_COMPOSED_OF,C46750,1409,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3816,IS_COMPOSED_OF,C46750,1409,1538,321,26,1538,55.845,IRON,Fe
3817,IS_COMPOSED_OF,C46750,1409,1085,319,29,1085,63.546,COPPER,Cu
3818,IS_COMPOSED_OF,C46750,1409,327.5,329,82,327.5,207.2,LEAD,Pb
3819,IS_COMPOSED_OF,C46750,1409,231.9,326,50,231.9,118.71,TIN,Sn
3820,IS_COMPOSED_OF,C46750,1409,1085,319,29,1085,63.546,COPPER,Cu
3821,IS_COMPOSED_OF,C46750,1409,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3822,IS_COMPOSED_OF,C46750,1409,231.9,326,50,231.9,118.71,TIN,Sn
3823,IS_COMPOSED_OF,C46750,1409,630.5,331,51,630.5,121.76,ANTIMONY,Sb
3824,IS_COMPOSED_OF,C47000,1410,660.3,322,13,660.3,26.981539,ALUMINUM,Al
3825,IS_COMPOSED_OF,C47000,1410,1085,319,29,1085,63.546,COPPER,Cu
3826,IS_COMPOSED_OF,C47000,1410,327.5,329,82,327.5,207.2,LEAD,Pb
3827,IS_COMPOSED_OF,C47000,1410,231.9,326,50,231.9,118.71,TIN,Sn
3828,IS_COMPOSED_OF,C47000,1410,419.5,328,30,419.5,65.38,ZINC,Zn
3829,IS_COMPOSED_OF,C47000,1410,231.9,326,50,231.9,118.71,TIN,Sn
3830,IS_COMPOSED_OF,C47000,1410,1085,319,29,1085,63.546,COPPER,Cu
3831,IS_COMPOSED_OF,C47200,1411,327.5,329,82,327.5,207.2,LEAD,Pb
3832,IS_COMPOSED_OF,C47200,1411,1085,319,29,1085,63.546,COPPER,Cu
3833,IS_COMPOSED_OF,C47200,1411,419.5,328,30,419.5,65.38,ZINC,Zn
3834,IS_COMPOSED_OF,C47200,1411,231.9,326,50,231.9,118.71,TIN,Sn
3835,IS_COMPOSED_OF,C47200,1411,1538,321,26,1538,55.845,IRON,Fe
3836,IS_COMPOSED_OF,C47200,1411,231.9,326,50,231.9,118.71,TIN,Sn
3837,IS_COMPOSED_OF,C47200,1411,1085,319,29,1085,63.546,COPPER,Cu
3838,IS_COMPOSED_OF,C47600,1412,1246,330,25,1246,54.938044,MANGANESE,Mn
3839,IS_COMPOSED_OF,C47600,1412,419.5,328,30,419.5,65.38,ZINC,Zn
3840,IS_COMPOSED_OF,C47600,1412,1085,319,29,1085,63.546,COPPER,Cu
3841,IS_COMPOSED_OF,C47600,1412,231.9,326,50,231.9,118.71,TIN,Sn
3842,IS_COMPOSED_OF,C47600,1412,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3843,IS_COMPOSED_OF,C47600,1412,327.5,329,82,327.5,207.2,LEAD,Pb
3844,IS_COMPOSED_OF,C47600,1412,1538,321,26,1538,55.845,IRON,Fe
3845,IS_COMPOSED_OF,C47600,1412,1246,330,25,1246,54.938044,MANGANESE,Mn
3846,IS_COMPOSED_OF,C47600,1412,1085,319,29,1085,63.546,COPPER,Cu
3847,IS_COMPOSED_OF,C47600,1412,327.5,329,82,327.5,207.2,LEAD,Pb
3848,IS_COMPOSED_OF,C47600,1412,231.9,326,50,231.9,118.71,TIN,Sn
3849,IS_COMPOSED_OF,C47600,1412,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
