,Relationship,name,full_community_id,"""Ar""","""AtomicNumber""","""Density""","""MeltingPoint""","""Symbol""","""full_community_id""","""name"""
1061,IS_COMPOSED_OF,C89540,796,1085,319,29,1085,63.546,COPPER,Cu
1062,IS_COMPOSED_OF,C89540,796,271.4,332,83,271.4,208.9804,BISMUTH,Bi
1063,IS_COMPOSED_OF,C89540,796,419.5,328,30,419.5,65.38,ZINC,Zn
1064,IS_COMPOSED_OF,C89540,796,660.3,322,13,660.3,26.981539,ALUMINUM,Al
1065,IS_COMPOSED_OF,C89540,796,327.5,329,82,327.5,207.2,LEAD,Pb
1066,IS_COMPOSED_OF,C89540,796,1455,327,28,1455,58.6934,NICKEL,Ni
1067,IS_COMPOSED_OF,C89540,796,271.4,332,83,271.4,208.9804,BISMUTH,Bi
1068,IS_COMPOSED_OF,C89540,796,419.5,328,30,419.5,65.38,ZINC,Zn
1069,IS_COMPOSED_OF,C89540,796,220,945,34,220,78.96,SELENIUM ,Se
1070,IS_COMPOSED_OF,C89540,796,1085,319,29,1085,63.546,COPPER,Cu
1071,IS_COMPOSED_OF,C89540,796,231.9,326,50,231.9,118.71,TIN,Sn
1072,IS_COMPOSED_OF,C89540,796,660.3,322,13,660.3,26.981539,ALUMINUM,Al
1073,IS_COMPOSED_OF,C89540,796,1538,321,26,1538,55.845,IRON,Fe
1074,IS_COMPOSED_OF,C89545,797,660.3,322,13,660.3,26.981539,ALUMINUM,Al
1075,IS_COMPOSED_OF,C89545,797,271.4,332,83,271.4,208.9804,BISMUTH,Bi
1076,IS_COMPOSED_OF,C89545,797,1085,319,29,1085,63.546,COPPER,Cu
1077,IS_COMPOSED_OF,C89545,797,419.5,328,30,419.5,65.38,ZINC,Zn
1078,IS_COMPOSED_OF,C89545,797,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
1079,IS_COMPOSED_OF,C89545,797,660.3,322,13,660.3,26.981539,ALUMINUM,Al
1080,IS_COMPOSED_OF,C89545,797,1246,330,25,1246,54.938044,MANGANESE,Mn
1081,IS_COMPOSED_OF,C89545,797,327.5,329,82,327.5,207.2,LEAD,Pb
1082,IS_COMPOSED_OF,C89545,797,1455,327,28,1455,58.6934,NICKEL,Ni
1083,IS_COMPOSED_OF,C89545,797,1085,319,29,1085,63.546,COPPER,Cu
1084,IS_COMPOSED_OF,C89545,797,231.9,326,50,231.9,118.71,TIN,Sn
1085,IS_COMPOSED_OF,C89545,797,271.4,332,83,271.4,208.9804,BISMUTH,Bi
1086,IS_COMPOSED_OF,C89545,797,1414,333,14,1414,28.0855,SILICON,Si
1087,IS_COMPOSED_OF,C89545,797,1538,321,26,1538,55.845,IRON,Fe
1088,IS_COMPOSED_OF,C89545,797,2076,946,5,2076,10.811,BORON,B
1089,IS_COMPOSED_OF,C89545,797,419.5,328,30,419.5,65.38,ZINC,Zn
1090,IS_COMPOSED_OF,C89550,798,419.5,328,30,419.5,65.38,ZINC,Zn
1091,IS_COMPOSED_OF,C89550,798,271.4,332,83,271.4,208.9804,BISMUTH,Bi
1092,IS_COMPOSED_OF,C89550,798,660.3,322,13,660.3,26.981539,ALUMINUM,Al
1093,IS_COMPOSED_OF,C89550,798,1085,319,29,1085,63.546,COPPER,Cu
1094,IS_COMPOSED_OF,C89550,798,231.9,326,50,231.9,118.71,TIN,Sn
1095,IS_COMPOSED_OF,C89550,798,419.5,328,30,419.5,65.38,ZINC,Zn
1096,IS_COMPOSED_OF,C89550,798,660.3,322,13,660.3,26.981539,ALUMINUM,Al
1097,IS_COMPOSED_OF,C89550,798,1414,333,14,1414,28.0855,SILICON,Si
1098,IS_COMPOSED_OF,C89550,798,630.5,331,51,630.5,121.76,ANTIMONY,Sb
1099,IS_COMPOSED_OF,C89550,798,1538,321,26,1538,55.845,IRON,Fe
1100,IS_COMPOSED_OF,C89550,798,327.5,329,82,327.5,207.2,LEAD,Pb
1101,IS_COMPOSED_OF,C89550,798,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
1102,IS_COMPOSED_OF,C89550,798,1085,319,29,1085,63.546,COPPER,Cu
1103,IS_COMPOSED_OF,C89550,798,220,945,34,220,78.96,SELENIUM ,Se
1104,IS_COMPOSED_OF,C89550,798,112.8,943,16,112.8,32.605,SULFUR ,S
1105,IS_COMPOSED_OF,C89550,798,231.9,326,50,231.9,118.71,TIN,Sn
1106,IS_COMPOSED_OF,C89550,798,271.4,332,83,271.4,208.9804,BISMUTH,Bi
1107,IS_COMPOSED_OF,C89550,798,1455,327,28,1455,58.6934,NICKEL,Ni
1108,IS_COMPOSED_OF,C89560,799,271.4,332,83,271.4,208.9804,BISMUTH,Bi
1109,IS_COMPOSED_OF,C89560,799,1085,319,29,1085,63.546,COPPER,Cu
1110,IS_COMPOSED_OF,C89560,799,660.3,322,13,660.3,26.981539,ALUMINUM,Al
1111,IS_COMPOSED_OF,C89560,799,1538,321,26,1538,55.845,IRON,Fe
1112,IS_COMPOSED_OF,C89560,799,2076,946,5,2076,10.811,BORON,B
1113,IS_COMPOSED_OF,C89560,799,1085,319,29,1085,63.546,COPPER,Cu
1114,IS_COMPOSED_OF,C89560,799,327.5,329,82,327.5,207.2,LEAD,Pb
1115,IS_COMPOSED_OF,C89560,799,594.22,430,48,594.22,112.411,CADMIUM,Cd
1116,IS_COMPOSED_OF,C89560,799,271.4,332,83,271.4,208.9804,BISMUTH,Bi
1117,IS_COMPOSED_OF,C89560,799,231.9,326,50,231.9,118.71,TIN,Sn
1118,IS_COMPOSED_OF,C89560,799,660.3,322,13,660.3,26.981539,ALUMINUM,Al
1119,IS_COMPOSED_OF,C89560,799,419.5,328,30,419.5,65.38,ZINC,Zn
1120,IS_COMPOSED_OF,C89570,800,660.3,322,13,660.3,26.981539,ALUMINUM,Al
1121,IS_COMPOSED_OF,C89570,800,1085,319,29,1085,63.546,COPPER,Cu
1122,IS_COMPOSED_OF,C89570,800,231.9,326,50,231.9,118.71,TIN,Sn
1123,IS_COMPOSED_OF,C89570,800,1455,327,28,1455,58.6934,NICKEL,Ni
1124,IS_COMPOSED_OF,C89570,800,419.5,328,30,419.5,65.38,ZINC,Zn
1125,IS_COMPOSED_OF,C89570,800,271.4,332,83,271.4,208.9804,BISMUTH,Bi
1126,IS_COMPOSED_OF,C89570,800,1455,327,28,1455,58.6934,NICKEL,Ni
1127,IS_COMPOSED_OF,C89570,800,231.9,326,50,231.9,118.71,TIN,Sn
1128,IS_COMPOSED_OF,C89570,800,2076,946,5,2076,10.811,BORON,B
1129,IS_COMPOSED_OF,C89570,800,327.5,329,82,327.5,207.2,LEAD,Pb
1130,IS_COMPOSED_OF,C89570,800,1538,321,26,1538,55.845,IRON,Fe
1131,IS_COMPOSED_OF,C89570,800,419.5,328,30,419.5,65.38,ZINC,Zn
1132,IS_COMPOSED_OF,C89570,800,660.3,322,13,660.3,26.981539,ALUMINUM,Al
1133,IS_COMPOSED_OF,C89570,800,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
1134,IS_COMPOSED_OF,C89570,800,271.4,332,83,271.4,208.9804,BISMUTH,Bi
1135,IS_COMPOSED_OF,C89570,800,1085,319,29,1085,63.546,COPPER,Cu
1136,IS_COMPOSED_OF,C89580,801,271.4,332,83,271.4,208.9804,BISMUTH,Bi
1137,IS_COMPOSED_OF,C89580,801,1085,319,29,1085,63.546,COPPER,Cu
1138,IS_COMPOSED_OF,C89580,801,660.3,322,13,660.3,26.981539,ALUMINUM,Al
1139,IS_COMPOSED_OF,C89580,801,419.5,328,30,419.5,65.38,ZINC,Zn
1140,IS_COMPOSED_OF,C89580,801,1538,321,26,1538,55.845,IRON,Fe
1141,IS_COMPOSED_OF,C89580,801,1085,319,29,1085,63.546,COPPER,Cu
1142,IS_COMPOSED_OF,C89580,801,660.3,322,13,660.3,26.981539,ALUMINUM,Al
1143,IS_COMPOSED_OF,C89580,801,231.9,326,50,231.9,118.71,TIN,Sn
1144,IS_COMPOSED_OF,C89580,801,271.4,332,83,271.4,208.9804,BISMUTH,Bi
1145,IS_COMPOSED_OF,C89580,801,1455,327,28,1455,58.6934,NICKEL,Ni
1146,IS_COMPOSED_OF,C89580,801,327.5,329,82,327.5,207.2,LEAD,Pb
1147,IS_COMPOSED_OF,C89710,802,1085,319,29,1085,63.546,COPPER,Cu
1148,IS_COMPOSED_OF,C89710,802,271.4,332,83,271.4,208.9804,BISMUTH,Bi
1149,IS_COMPOSED_OF,C89710,802,231.9,326,50,231.9,118.71,TIN,Sn
1150,IS_COMPOSED_OF,C89710,802,660.3,322,13,660.3,26.981539,ALUMINUM,Al
1151,IS_COMPOSED_OF,C89710,802,1246,330,25,1246,54.938044,MANGANESE,Mn
1152,IS_COMPOSED_OF,C89710,802,630.5,331,51,630.5,121.76,ANTIMONY,Sb
1153,IS_COMPOSED_OF,C89710,802,231.9,326,50,231.9,118.71,TIN,Sn
1154,IS_COMPOSED_OF,C89710,802,660.3,322,13,660.3,26.981539,ALUMINUM,Al
1155,IS_COMPOSED_OF,C89710,802,630.5,331,51,630.5,121.76,ANTIMONY,Sb
1156,IS_COMPOSED_OF,C89710,802,327.5,329,82,327.5,207.2,LEAD,Pb
1157,IS_COMPOSED_OF,C89710,802,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
1158,IS_COMPOSED_OF,C89710,802,1085,319,29,1085,63.546,COPPER,Cu
1159,IS_COMPOSED_OF,C89710,802,2076,946,5,2076,10.811,BORON,B
1160,IS_COMPOSED_OF,C89710,802,419.5,328,30,419.5,65.38,ZINC,Zn
1161,IS_COMPOSED_OF,C89710,802,1246,330,25,1246,54.938044,MANGANESE,Mn
1162,IS_COMPOSED_OF,C89710,802,271.4,332,83,271.4,208.9804,BISMUTH,Bi
1163,IS_COMPOSED_OF,C89720,803,231.9,326,50,231.9,118.71,TIN,Sn
1164,IS_COMPOSED_OF,C89720,803,1414,333,14,1414,28.0855,SILICON,Si
1165,IS_COMPOSED_OF,C89720,803,419.5,328,30,419.5,65.38,ZINC,Zn
1166,IS_COMPOSED_OF,C89720,803,1085,319,29,1085,63.546,COPPER,Cu
1167,IS_COMPOSED_OF,C89720,803,660.3,322,13,660.3,26.981539,ALUMINUM,Al
1168,IS_COMPOSED_OF,C89720,803,271.4,332,83,271.4,208.9804,BISMUTH,Bi
1169,IS_COMPOSED_OF,C89720,803,630.5,331,51,630.5,121.76,ANTIMONY,Sb
1170,IS_COMPOSED_OF,C89720,803,2076,946,5,2076,10.811,BORON,B
1171,IS_COMPOSED_OF,C89720,803,327.5,329,82,327.5,207.2,LEAD,Pb
1172,IS_COMPOSED_OF,C89720,803,1455,327,28,1455,58.6934,NICKEL,Ni
1173,IS_COMPOSED_OF,C89720,803,1538,321,26,1538,55.845,IRON,Fe
1174,IS_COMPOSED_OF,C89720,803,1246,330,25,1246,54.938044,MANGANESE,Mn
1175,IS_COMPOSED_OF,C89720,803,1414,333,14,1414,28.0855,SILICON,Si
1176,IS_COMPOSED_OF,C89720,803,419.5,328,30,419.5,65.38,ZINC,Zn
1177,IS_COMPOSED_OF,C89720,803,271.4,332,83,271.4,208.9804,BISMUTH,Bi
1178,IS_COMPOSED_OF,C89720,803,231.9,326,50,231.9,118.71,TIN,Sn
1179,IS_COMPOSED_OF,C89720,803,660.3,322,13,660.3,26.981539,ALUMINUM,Al
1180,IS_COMPOSED_OF,C89720,803,630.5,331,51,630.5,121.76,ANTIMONY,Sb
1181,IS_COMPOSED_OF,C89720,803,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
1182,IS_COMPOSED_OF,C89831,804,1085,319,29,1085,63.546,COPPER,Cu
1183,IS_COMPOSED_OF,C89831,804,231.9,326,50,231.9,118.71,TIN,Sn
1184,IS_COMPOSED_OF,C89831,804,419.5,328,30,419.5,65.38,ZINC,Zn
1185,IS_COMPOSED_OF,C89831,804,271.4,332,83,271.4,208.9804,BISMUTH,Bi
1186,IS_COMPOSED_OF,C89831,804,327.5,329,82,327.5,207.2,LEAD,Pb
1187,IS_COMPOSED_OF,C89831,804,660.3,322,13,660.3,26.981539,ALUMINUM,Al
1188,IS_COMPOSED_OF,C89831,804,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
1189,IS_COMPOSED_OF,C89831,804,112.8,943,16,112.8,32.605,SULFUR ,S
1190,IS_COMPOSED_OF,C89831,804,630.5,331,51,630.5,121.76,ANTIMONY,Sb
1191,IS_COMPOSED_OF,C89831,804,1414,333,14,1414,28.0855,SILICON,Si
1192,IS_COMPOSED_OF,C89831,804,1455,327,28,1455,58.6934,NICKEL,Ni
1193,IS_COMPOSED_OF,C89831,804,271.4,332,83,271.4,208.9804,BISMUTH,Bi
1194,IS_COMPOSED_OF,C89831,804,1085,319,29,1085,63.546,COPPER,Cu
1195,IS_COMPOSED_OF,C89831,804,1538,321,26,1538,55.845,IRON,Fe
1196,IS_COMPOSED_OF,C89831,804,419.5,328,30,419.5,65.38,ZINC,Zn
1197,IS_COMPOSED_OF,C89831,804,231.9,326,50,231.9,118.71,TIN,Sn
1198,IS_COMPOSED_OF,C89833,805,1085,319,29,1085,63.546,COPPER,Cu
1199,IS_COMPOSED_OF,C89833,805,419.5,328,30,419.5,65.38,ZINC,Zn
1200,IS_COMPOSED_OF,C89833,805,231.9,326,50,231.9,118.71,TIN,Sn
1201,IS_COMPOSED_OF,C89833,805,271.4,332,83,271.4,208.9804,BISMUTH,Bi
1202,IS_COMPOSED_OF,C89833,805,271.4,332,83,271.4,208.9804,BISMUTH,Bi
1203,IS_COMPOSED_OF,C89833,805,1414,333,14,1414,28.0855,SILICON,Si
1204,IS_COMPOSED_OF,C89833,805,327.5,329,82,327.5,207.2,LEAD,Pb
1205,IS_COMPOSED_OF,C89833,805,630.5,331,51,630.5,121.76,ANTIMONY,Sb
1206,IS_COMPOSED_OF,C89833,805,419.5,328,30,419.5,65.38,ZINC,Zn
1207,IS_COMPOSED_OF,C89833,805,1455,327,28,1455,58.6934,NICKEL,Ni
1208,IS_COMPOSED_OF,C89833,805,1085,319,29,1085,63.546,COPPER,Cu
1209,IS_COMPOSED_OF,C89833,805,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
1210,IS_COMPOSED_OF,C89833,805,1538,321,26,1538,55.845,IRON,Fe
1211,IS_COMPOSED_OF,C89833,805,660.3,322,13,660.3,26.981539,ALUMINUM,Al
1212,IS_COMPOSED_OF,C89833,805,112.8,943,16,112.8,32.605,SULFUR ,S
1213,IS_COMPOSED_OF,C89833,805,231.9,326,50,231.9,118.71,TIN,Sn
1214,IS_COMPOSED_OF,C89835,806,419.5,328,30,419.5,65.38,ZINC,Zn
1215,IS_COMPOSED_OF,C89835,806,1085,319,29,1085,63.546,COPPER,Cu
1216,IS_COMPOSED_OF,C89835,806,231.9,326,50,231.9,118.71,TIN,Sn
1217,IS_COMPOSED_OF,C89835,806,271.4,332,83,271.4,208.9804,BISMUTH,Bi
1218,IS_COMPOSED_OF,C89835,806,231.9,326,50,231.9,118.71,TIN,Sn
1219,IS_COMPOSED_OF,C89835,806,271.4,332,83,271.4,208.9804,BISMUTH,Bi
1220,IS_COMPOSED_OF,C89835,806,327.5,329,82,327.5,207.2,LEAD,Pb
1221,IS_COMPOSED_OF,C89835,806,112.8,943,16,112.8,32.605,SULFUR ,S
1222,IS_COMPOSED_OF,C89835,806,419.5,328,30,419.5,65.38,ZINC,Zn
1223,IS_COMPOSED_OF,C89835,806,1085,319,29,1085,63.546,COPPER,Cu
1224,IS_COMPOSED_OF,C89835,806,630.5,331,51,630.5,121.76,ANTIMONY,Sb
1225,IS_COMPOSED_OF,C89835,806,660.3,322,13,660.3,26.981539,ALUMINUM,Al
1226,IS_COMPOSED_OF,C89835,806,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
1227,IS_COMPOSED_OF,C89835,806,1538,321,26,1538,55.845,IRON,Fe
1228,IS_COMPOSED_OF,C89835,806,1414,333,14,1414,28.0855,SILICON,Si
1229,IS_COMPOSED_OF,C89835,806,1455,327,28,1455,58.6934,NICKEL,Ni
1230,IS_COMPOSED_OF,C89836,807,1085,319,29,1085,63.546,COPPER,Cu
1231,IS_COMPOSED_OF,C89836,807,419.5,328,30,419.5,65.38,ZINC,Zn
1232,IS_COMPOSED_OF,C89836,807,231.9,326,50,231.9,118.71,TIN,Sn
1233,IS_COMPOSED_OF,C89836,807,271.4,332,83,271.4,208.9804,BISMUTH,Bi
1234,IS_COMPOSED_OF,C89836,807,1538,321,26,1538,55.845,IRON,Fe
1235,IS_COMPOSED_OF,C89836,807,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
1236,IS_COMPOSED_OF,C89836,807,630.5,331,51,630.5,121.76,ANTIMONY,Sb
1237,IS_COMPOSED_OF,C89836,807,327.5,329,82,327.5,207.2,LEAD,Pb
1238,IS_COMPOSED_OF,C89836,807,1414,333,14,1414,28.0855,SILICON,Si
1239,IS_COMPOSED_OF,C89836,807,1085,319,29,1085,63.546,COPPER,Cu
1240,IS_COMPOSED_OF,C89836,807,112.8,943,16,112.8,32.605,SULFUR ,S
1241,IS_COMPOSED_OF,C89836,807,1455,327,28,1455,58.6934,NICKEL,Ni
1242,IS_COMPOSED_OF,C89836,807,660.3,322,13,660.3,26.981539,ALUMINUM,Al
1243,IS_COMPOSED_OF,C89836,807,271.4,332,83,271.4,208.9804,BISMUTH,Bi
1244,IS_COMPOSED_OF,C89836,807,419.5,328,30,419.5,65.38,ZINC,Zn
1245,IS_COMPOSED_OF,C89836,807,231.9,326,50,231.9,118.71,TIN,Sn
1246,IS_COMPOSED_OF,C89837,808,271.4,332,83,271.4,208.9804,BISMUTH,Bi
1247,IS_COMPOSED_OF,C89837,808,419.5,328,30,419.5,65.38,ZINC,Zn
1248,IS_COMPOSED_OF,C89837,808,231.9,326,50,231.9,118.71,TIN,Sn
1249,IS_COMPOSED_OF,C89837,808,1085,319,29,1085,63.546,COPPER,Cu
1250,IS_COMPOSED_OF,C89837,808,327.5,329,82,327.5,207.2,LEAD,Pb
1251,IS_COMPOSED_OF,C89837,808,419.5,328,30,419.5,65.38,ZINC,Zn
1252,IS_COMPOSED_OF,C89837,808,231.9,326,50,231.9,118.71,TIN,Sn
1253,IS_COMPOSED_OF,C89837,808,630.5,331,51,630.5,121.76,ANTIMONY,Sb
1254,IS_COMPOSED_OF,C89837,808,271.4,332,83,271.4,208.9804,BISMUTH,Bi
1255,IS_COMPOSED_OF,C89837,808,1414,333,14,1414,28.0855,SILICON,Si
1256,IS_COMPOSED_OF,C89837,808,112.8,943,16,112.8,32.605,SULFUR ,S
1257,IS_COMPOSED_OF,C89837,808,1538,321,26,1538,55.845,IRON,Fe
1258,IS_COMPOSED_OF,C89837,808,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
1259,IS_COMPOSED_OF,C89837,808,660.3,322,13,660.3,26.981539,ALUMINUM,Al
1260,IS_COMPOSED_OF,C89837,808,1085,319,29,1085,63.546,COPPER,Cu
1261,IS_COMPOSED_OF,C89837,808,1455,327,28,1455,58.6934,NICKEL,Ni
1262,IS_COMPOSED_OF,C89838,809,1085,319,29,1085,63.546,COPPER,Cu
1263,IS_COMPOSED_OF,C89838,809,271.4,332,83,271.4,208.9804,BISMUTH,Bi
1264,IS_COMPOSED_OF,C89838,809,419.5,328,30,419.5,65.38,ZINC,Zn
1265,IS_COMPOSED_OF,C89838,809,231.9,326,50,231.9,118.71,TIN,Sn
1266,IS_COMPOSED_OF,C89838,809,271.4,332,83,271.4,208.9804,BISMUTH,Bi
1267,IS_COMPOSED_OF,C89838,809,1085,319,29,1085,63.546,COPPER,Cu
1268,IS_COMPOSED_OF,C89838,809,1538,321,26,1538,55.845,IRON,Fe
1269,IS_COMPOSED_OF,C89838,809,419.5,328,30,419.5,65.38,ZINC,Zn
1270,IS_COMPOSED_OF,C89838,809,231.9,326,50,231.9,118.71,TIN,Sn
1271,IS_COMPOSED_OF,C89838,809,630.5,331,51,630.5,121.76,ANTIMONY,Sb
1272,IS_COMPOSED_OF,C89838,809,660.3,322,13,660.3,26.981539,ALUMINUM,Al
1273,IS_COMPOSED_OF,C89838,809,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
1274,IS_COMPOSED_OF,C89838,809,1414,333,14,1414,28.0855,SILICON,Si
1275,IS_COMPOSED_OF,C89838,809,1455,327,28,1455,58.6934,NICKEL,Ni
1276,IS_COMPOSED_OF,C89838,809,327.5,329,82,327.5,207.2,LEAD,Pb
1277,IS_COMPOSED_OF,C89839,810,419.5,328,30,419.5,65.38,ZINC,Zn
1278,IS_COMPOSED_OF,C89839,810,231.9,326,50,231.9,118.71,TIN,Sn
1279,IS_COMPOSED_OF,C89839,810,271.4,332,83,271.4,208.9804,BISMUTH,Bi
1280,IS_COMPOSED_OF,C89839,810,1085,319,29,1085,63.546,COPPER,Cu
1281,IS_COMPOSED_OF,C89839,810,1414,333,14,1414,28.0855,SILICON,Si
1282,IS_COMPOSED_OF,C89839,810,327.5,329,82,327.5,207.2,LEAD,Pb
1283,IS_COMPOSED_OF,C89839,810,660.3,322,13,660.3,26.981539,ALUMINUM,Al
1284,IS_COMPOSED_OF,C89839,810,1538,321,26,1538,55.845,IRON,Fe
1285,IS_COMPOSED_OF,C89839,810,1455,327,28,1455,58.6934,NICKEL,Ni
1286,IS_COMPOSED_OF,C89839,810,271.4,332,83,271.4,208.9804,BISMUTH,Bi
1287,IS_COMPOSED_OF,C89839,810,1085,319,29,1085,63.546,COPPER,Cu
1288,IS_COMPOSED_OF,C89839,810,419.5,328,30,419.5,65.38,ZINC,Zn
1289,IS_COMPOSED_OF,C89839,810,630.5,331,51,630.5,121.76,ANTIMONY,Sb
1290,IS_COMPOSED_OF,C89839,810,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
1291,IS_COMPOSED_OF,C89839,810,231.9,326,50,231.9,118.71,TIN,Sn
1292,IS_COMPOSED_OF,C89841,811,419.5,328,30,419.5,65.38,ZINC,Zn
1293,IS_COMPOSED_OF,C89841,811,1085,319,29,1085,63.546,COPPER,Cu
1294,IS_COMPOSED_OF,C89841,811,271.4,332,83,271.4,208.9804,BISMUTH,Bi
1295,IS_COMPOSED_OF,C89841,811,1414,333,14,1414,28.0855,SILICON,Si
1296,IS_COMPOSED_OF,C89841,811,419.5,328,30,419.5,65.38,ZINC,Zn
1297,IS_COMPOSED_OF,C89841,811,1085,319,29,1085,63.546,COPPER,Cu
1298,IS_COMPOSED_OF,C89841,811,271.4,332,83,271.4,208.9804,BISMUTH,Bi
1299,IS_COMPOSED_OF,C89841,811,1246,330,25,1246,54.938044,MANGANESE,Mn
1300,IS_COMPOSED_OF,C89841,811,660.3,322,13,660.3,26.981539,ALUMINUM,Al
1301,IS_COMPOSED_OF,C89841,811,1455,327,28,1455,58.6934,NICKEL,Ni
1302,IS_COMPOSED_OF,C89841,811,231.9,326,50,231.9,118.71,TIN,Sn
1303,IS_COMPOSED_OF,C89841,811,630.5,331,51,630.5,121.76,ANTIMONY,Sb
1304,IS_COMPOSED_OF,C89841,811,1414,333,14,1414,28.0855,SILICON,Si
1305,IS_COMPOSED_OF,C89841,811,1538,321,26,1538,55.845,IRON,Fe
1306,IS_COMPOSED_OF,C89842,812,1455,327,28,1455,58.6934,NICKEL,Ni
1307,IS_COMPOSED_OF,C89842,812,231.9,326,50,231.9,118.71,TIN,Sn
1308,IS_COMPOSED_OF,C89842,812,1085,319,29,1085,63.546,COPPER,Cu
1309,IS_COMPOSED_OF,C89842,812,271.4,332,83,271.4,208.9804,BISMUTH,Bi
1310,IS_COMPOSED_OF,C89842,812,419.5,328,30,419.5,65.38,ZINC,Zn
1311,IS_COMPOSED_OF,C89842,812,271.4,332,83,271.4,208.9804,BISMUTH,Bi
1312,IS_COMPOSED_OF,C89842,812,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
1313,IS_COMPOSED_OF,C89842,812,231.9,326,50,231.9,118.71,TIN,Sn
1314,IS_COMPOSED_OF,C89842,812,1085,319,29,1085,63.546,COPPER,Cu
1315,IS_COMPOSED_OF,C89842,812,327.5,329,82,327.5,207.2,LEAD,Pb
1316,IS_COMPOSED_OF,C89842,812,660.3,322,13,660.3,26.981539,ALUMINUM,Al
1317,IS_COMPOSED_OF,C89842,812,1538,321,26,1538,55.845,IRON,Fe
1318,IS_COMPOSED_OF,C89842,812,630.5,331,51,630.5,121.76,ANTIMONY,Sb
1319,IS_COMPOSED_OF,C89842,812,1414,333,14,1414,28.0855,SILICON,Si
1320,IS_COMPOSED_OF,C89842,812,1455,327,28,1455,58.6934,NICKEL,Ni
1321,IS_COMPOSED_OF,C89844,813,231.9,326,50,231.9,118.71,TIN,Sn
1322,IS_COMPOSED_OF,C89844,813,419.5,328,30,419.5,65.38,ZINC,Zn
1323,IS_COMPOSED_OF,C89844,813,271.4,332,83,271.4,208.9804,BISMUTH,Bi
1324,IS_COMPOSED_OF,C89844,813,1085,319,29,1085,63.546,COPPER,Cu
1325,IS_COMPOSED_OF,C89844,813,630.5,331,51,630.5,121.76,ANTIMONY,Sb
1326,IS_COMPOSED_OF,C89844,813,1455,327,28,1455,58.6934,NICKEL,Ni
1327,IS_COMPOSED_OF,C89844,813,327.5,329,82,327.5,207.2,LEAD,Pb
1328,IS_COMPOSED_OF,C89844,813,231.9,326,50,231.9,118.71,TIN,Sn
1329,IS_COMPOSED_OF,C89844,813,1414,333,14,1414,28.0855,SILICON,Si
1330,IS_COMPOSED_OF,C89844,813,112.8,943,16,112.8,32.605,SULFUR ,S
1331,IS_COMPOSED_OF,C89844,813,419.5,328,30,419.5,65.38,ZINC,Zn
1332,IS_COMPOSED_OF,C89844,813,660.3,322,13,660.3,26.981539,ALUMINUM,Al
1333,IS_COMPOSED_OF,C89844,813,1538,321,26,1538,55.845,IRON,Fe
1334,IS_COMPOSED_OF,C89844,813,1085,319,29,1085,63.546,COPPER,Cu
1335,IS_COMPOSED_OF,C89844,813,271.4,332,83,271.4,208.9804,BISMUTH,Bi
1336,IS_COMPOSED_OF,C89844,813,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
1337,IS_COMPOSED_OF,C89845,814,419.5,328,30,419.5,65.38,ZINC,Zn
1338,IS_COMPOSED_OF,C89845,814,1455,327,28,1455,58.6934,NICKEL,Ni
1339,IS_COMPOSED_OF,C89845,814,271.4,332,83,271.4,208.9804,BISMUTH,Bi
1340,IS_COMPOSED_OF,C89845,814,231.9,326,50,231.9,118.71,TIN,Sn
1341,IS_COMPOSED_OF,C89845,814,1085,319,29,1085,63.546,COPPER,Cu
1342,IS_COMPOSED_OF,C89845,814,231.9,326,50,231.9,118.71,TIN,Sn
1343,IS_COMPOSED_OF,C89845,814,327.5,329,82,327.5,207.2,LEAD,Pb
1344,IS_COMPOSED_OF,C89845,814,1085,319,29,1085,63.546,COPPER,Cu
1345,IS_COMPOSED_OF,C89845,814,419.5,328,30,419.5,65.38,ZINC,Zn
1346,IS_COMPOSED_OF,C89845,814,660.3,322,13,660.3,26.981539,ALUMINUM,Al
1347,IS_COMPOSED_OF,C89845,814,1538,321,26,1538,55.845,IRON,Fe
1348,IS_COMPOSED_OF,C89845,814,1455,327,28,1455,58.6934,NICKEL,Ni
1349,IS_COMPOSED_OF,C89845,814,271.4,332,83,271.4,208.9804,BISMUTH,Bi
1350,IS_COMPOSED_OF,C89845,814,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
1351,IS_COMPOSED_OF,C89845,814,1414,333,14,1414,28.0855,SILICON,Si
1352,IS_COMPOSED_OF,C89845,814,630.5,331,51,630.5,121.76,ANTIMONY,Sb
1353,IS_COMPOSED_OF,C89940,815,1538,321,26,1538,55.845,IRON,Fe
1354,IS_COMPOSED_OF,C89940,815,1085,319,29,1085,63.546,COPPER,Cu
