,Target Entity,Relationship,Category_src,Description_src,EDescription_src,GDescription_src,full_community_id_src,name_src,Categorisation_trg,Category_trg,Description_trg,Dimensions_trg,Form_trg,Free_of_trg,Material_trg,Specifications_trg,Title_trg,ewc_trg,finalValue_trg,full_community_id_trg,name_trg,orderCount_trg,startingValue_trg,startingWeight_trg,waste_trg,wastePercentage_trg
32,"ewc:[191202],waste:0.0,startingWeight:5575.0,wastePercentage:0.0,name:ΔΕΗ ΑΝΑΝΕΩΣΙΜΕΣ Α.Ε.(ΤΟΜ.ΣΙΔΗΡΟΥ),orderCount:1,full_community_id:1260,finalValue:0.05575,startingValue:0.05575",SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['waste', '[191202]']","['startingValue', '0.05575']","['finalValue', '1260']","['ΔΕΗ ΑΝΑΝΕΩΣΙΜΕΣ Α.Ε.(ΤΟΜ.ΣΙΔΗΡΟΥ)', 'orderCount']",['1'],['0.05575'],"['wastePercentage', '5575.0']","['startingWeight', '0.0']",['0.0']
33,"ewc:[200140],waste:0.0,startingWeight:2000.0,orderCount:1,wastePercentage:0.0,name:COCA COLA ΕΛΛΑΣ Α.Ε.,full_community_id:1090,finalValue:0.02,startingValue:0.02",SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['waste', '[200140]']","['0.02', 'startingValue']","['1090', 'finalValue']",['COCA COLA ΕΛΛΑΣ Α.Ε.'],"['1', 'wastePercentage']",['0.02'],"['2000.0', 'orderCount']","['startingWeight', '0.0']",['0.0']
34,"ewc:[191202 200140 170411 170401 200136],waste:24340.0,startingWeight:283755.0,orderCount:48,wastePercentage:12.6,name:ETEM ΑΕ,full_community_id:1051,finalValue:63035.045,startingValue:67551.86",SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['waste', '[191202 200140 170411 170401 200136]']","['startingValue', '63035.045']","['finalValue', '1051']",['ETEM ΑΕ'],"['48', 'wastePercentage']",['67551.86'],"['283755.0', 'orderCount']","['24340.0', 'startingWeight']",['12.6']
35,"ewc:[150104 200136 170411],waste:62170.0,startingWeight:215670.0,wastePercentage:27.1,name:ΑΝΟΞΑΛ ΑΕ,orderCount:25,full_community_id:993,finalValue:34588.58,startingValue:46482.97",SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['[150104 200136 170411]', 'waste']","['startingValue', '34588.58']","['finalValue', '993']","['ΑΝΟΞΑΛ ΑΕ', 'orderCount']",['25'],['46482.97'],"['wastePercentage', '215670.0']","['62170.0', 'startingWeight']",['27.1']
36,"ewc:[191202 170411 200140],waste:265.0,startingWeight:38400.0,orderCount:20,wastePercentage:4.5,name:ΕΛΕΜΚΟ ΑΒΕΕ,full_community_id:980,finalValue:6032.325,startingValue:6145.225",SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['waste', '[191202 170411 200140]']","['6032.325', 'startingValue']","['finalValue', '980']",['ΕΛΕΜΚΟ ΑΒΕΕ'],"['20', 'wastePercentage']",['6145.225'],"['38400.0', 'orderCount']","['startingWeight', '265.0']",['4.5']
37,"waste:1860.0,ewc:[170405 200135 191202 170411 191212 170407],startingWeight:945235.0,wastePercentage:0.3,name:ΝΟΒΑΛ ΠΡΟΠΕΡΤΥ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΕΠΕ,orderCount:45,finalValue:115526.49,full_community_id:1082,startingValue:115781.39",SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['startingWeight', '[170405 200135 191202 170411 191212 170407]']",['115526.49'],"['startingValue', '1082']","['orderCount', 'ΝΟΒΑΛ ΠΡΟΠΕΡΤΥ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΕΠΕ']","['45', 'finalValue']",['115781.39'],"['wastePercentage', '945235.0']","['ewc', '1860.0']",['0.3']
38,"ewc:[191202 200135],waste:390.0,startingWeight:4575.0,wastePercentage:6.6,name:ΣΤΗΛΜΕΤ ΑΕ,orderCount:11,finalValue:48.720000000000006,full_community_id:966,startingValue:48.7239",SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['waste', '[191202 200135]']",['48.720000000000006'],"['startingValue', '966']","['orderCount', 'ΣΤΗΛΜΕΤ ΑΕ']","['finalValue', '11']",['48.7239'],"['wastePercentage', '4575.0']","['startingWeight', '390.0']",['6.6']
39,"waste:35.0,ewc:[200140],startingWeight:2520.0,wastePercentage:2.0,name:ΑΦΟΙ ΚΟΝΔΥΛΗ ΟΕ,orderCount:3,full_community_id:1073,finalValue:858.925,startingValue:885.1249999999999",SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['startingWeight', '[200140]']","['startingValue', '858.925']","['1073', 'finalValue']","['ΑΦΟΙ ΚΟΝΔΥΛΗ ΟΕ', 'orderCount']",['3'],['885.1249999999999'],"['wastePercentage', '2520.0']","['ewc', '35.0']",['2.0']
40,"waste:48127.0,ewc:[200140 170405 150104 191202 200136 120101 191203],startingWeight:330771.0,orderCount:49,wastePercentage:11.9,name:ΕΛΛΗΝΙΚΑ ΚΑΛΩΔΙΑ ΕΛΛ.ΒΙΟΜ.ΚΑΛΩΔ.ΜΟΝ,full_community_id:1052,finalValue:37799.4899,startingValue:43003.5199",SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['startingWeight', '[200140 170405 150104 191202 200136 120101 191203]']","['37799.4899', 'startingValue']","['finalValue', '1052']",['ΕΛΛΗΝΙΚΑ ΚΑΛΩΔΙΑ ΕΛΛ.ΒΙΟΜ.ΚΑΛΩΔ.ΜΟΝ'],"['wastePercentage', '49']",['43003.5199'],"['orderCount', '330771.0']","['ewc', '48127.0']",['11.9']
41,"waste:3900.0,ewc:[160106 160117 160801 160122 191202 160118],startingWeight:2427634.0,wastePercentage:0.2,name:ΣΩΤΗΡΙΟΥ Α. ΤΡΑΚΟΠΟΥΛΟΥ Ι. ΕΠΕ (ΤΟΜ,orderCount:516,finalValue:444266.75,full_community_id:1257,startingValue:444924.775",SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['startingWeight', '[160106 160117 160801 160122 191202 160118]']",['444266.75'],"['startingValue', '1257']","['ΣΩΤΗΡΙΟΥ Α. ΤΡΑΚΟΠΟΥΛΟΥ Ι. ΕΠΕ (ΤΟΜ', 'orderCount']","['finalValue', '516']",['444924.775'],"['2427634.0', 'wastePercentage']","['3900.0', 'ewc']",['0.2']
42,"ewc:[191202],waste:0.0,startingWeight:4385.0,wastePercentage:0.0,name:ΦΙΛΗΣ ΕΥΑΓΓΕΛΟΣ,orderCount:1,full_community_id:1108,finalValue:0.04385,startingValue:0.04385",SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['waste', '[191202]']","['0.04385', 'startingValue']","['finalValue', '1108']","['ΦΙΛΗΣ ΕΥΑΓΓΕΛΟΣ', 'orderCount']",['1'],['0.04385'],"['wastePercentage', '4385.0']","['startingWeight', '0.0']",['0.0']
43,"waste:315.0,ewc:[191202 200140],startingWeight:19435.0,wastePercentage:1.3,name:STAALCO ΜΕΤΑΛΛΙΚΕΣ ΚΑΤΑΣΚΕΥΕΣ Μον/π,orderCount:2,full_community_id:1075,finalValue:10707.380000000001,startingValue:10823.625",SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['[191202 200140]', 'startingWeight']","['startingValue', '10707.380000000001']","['finalValue', '1075']","['orderCount', 'STAALCO ΜΕΤΑΛΛΙΚΕΣ ΚΑΤΑΣΚΕΥΕΣ Μον/π']",['2'],['10823.625'],"['wastePercentage', '19435.0']","['ewc', '315.0']",['1.3']
44,"waste:0.0,ewc:[191202],startingWeight:13905.0,wastePercentage:0.0,name:ΠΑΠΟΥΤΣΑΝΗΣ ΑΒΕΕ,orderCount:1,full_community_id:1024,finalValue:2363.8500000000004,startingValue:2363.8500000000004",SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['startingWeight', '[191202]']","['startingValue', '2363.8500000000004']","['finalValue', '1024']","['ΠΑΠΟΥΤΣΑΝΗΣ ΑΒΕΕ', 'orderCount']",['1'],['2363.8500000000004'],"['13905.0', 'wastePercentage']","['ewc', '0.0']",['0.0']
45,"waste:7485.0,ewc:[160106 160117 160118 160801 191202 160122],startingWeight:352833.0,wastePercentage:1.4,name:ΕΜ. ΠΑΤΕΛΗΣ-Μ. ΣΠΑΝΟΥ Ο.Ε.,orderCount:23,finalValue:157705.25,full_community_id:1048,startingValue:158791.55000000002",SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['[160106 160117 160118 160801 191202 160122]', 'startingWeight']",['157705.25'],"['startingValue', '1048']","['orderCount', 'ΕΜ. ΠΑΤΕΛΗΣ-Μ. ΣΠΑΝΟΥ Ο.Ε.']","['23', 'finalValue']",['158791.55000000002'],"['352833.0', 'wastePercentage']","['7485.0', 'ewc']",['1.4']
46,"waste:0.0,ewc:[191202],startingWeight:13155.0,wastePercentage:0.0,name:ΑΝΥΨΩΤΙΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,orderCount:2,full_community_id:1040,finalValue:0.13155,startingValue:0.13155",SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['startingWeight', '[191202]']","['startingValue', '0.13155']","['1040', 'finalValue']","['ΑΝΥΨΩΤΙΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ', 'orderCount']",['2'],['0.13155'],"['wastePercentage', '13155.0']","['ewc', '0.0']",['0.0']
47,"waste:98985.0,ewc:[191202 160801 191203 160118 160122 170411 191212],startingWeight:6766012.0,orderCount:277,wastePercentage:1.0,name:ΑΡΓΥΡΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ & ΣΙΑ ΟΕ(ΤΟΜ.,full_community_id:1224,finalValue:962668.699,startingValue:975533.679",SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['[191202 160801 191203 160118 160122 170411 191212]', 'startingWeight']","['startingValue', '962668.699']","['1224', 'finalValue']",['ΑΡΓΥΡΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ & ΣΙΑ ΟΕ(ΤΟΜ.'],"['277', 'wastePercentage']",['975533.679'],"['6766012.0', 'orderCount']","['98985.0', 'ewc']",['1.0']
48,"ewc:[191202],waste:0.0,startingWeight:592.0,wastePercentage:0.0,name:Α. ΔΙΓΑΛΕΤΟΣ & ΣΙΑ ΕΕ,orderCount:2,full_community_id:1037,finalValue:71.03999999999999,startingValue:71.03999999999999",SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['waste', '[191202]']","['71.03999999999999', 'startingValue']","['finalValue', '1037']","['orderCount', 'Α. ΔΙΓΑΛΕΤΟΣ & ΣΙΑ ΕΕ']",['2'],['71.03999999999999'],"['592.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
49,"waste:2160.0,ewc:[200140],startingWeight:36690.0,orderCount:4,wastePercentage:4.6,name:DIONYSSOMARBLE,full_community_id:1046,finalValue:5885.9,startingValue:6250.25",SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['startingWeight', '[200140]']","['startingValue', '5885.9']","['finalValue', '1046']",['DIONYSSOMARBLE'],"['wastePercentage', '4']",['6250.25'],"['orderCount', '36690.0']","['2160.0', 'ewc']",['4.6']
50,"waste:45.0,ewc:[191202],startingWeight:121785.0,wastePercentage:0.0,name:ΜΕΤΑΛΛΟΥΡΓΙΑ ΑΤΤΙΚΗΣ ΑΕ,orderCount:14,full_community_id:963,finalValue:19311.785,startingValue:19317.455",SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['startingWeight', '[191202]']","['19311.785', 'startingValue']","['finalValue', '963']","['orderCount', 'ΜΕΤΑΛΛΟΥΡΓΙΑ ΑΤΤΙΚΗΣ ΑΕ']",['14'],['19317.455'],"['121785.0', 'wastePercentage']","['45.0', 'ewc']",['0.0']
51,"waste:3030.0,ewc:[150104 170405 200136 191202 191203],startingWeight:311690.0,wastePercentage:1.0,name:ΣΥΜΕΤΑΛ ΒΙΟΜΗΧΑΝΙΑ ΑΛΟΥΜΙΝΟΧΑΡΤΟΥ Α,orderCount:23,finalValue:49525.67155,full_community_id:989,startingValue:50041.79155",SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['[150104 170405 200136 191202 191203]', 'startingWeight']",['49525.67155'],"['989', 'startingValue']","['ΣΥΜΕΤΑΛ ΒΙΟΜΗΧΑΝΙΑ ΑΛΟΥΜΙΝΟΧΑΡΤΟΥ Α', 'orderCount']","['23', 'finalValue']",['50041.79155'],"['311690.0', 'wastePercentage']","['ewc', '3030.0']",['1.0']
52,"waste:1600.0,ewc:[200135 191202],startingWeight:152160.0,wastePercentage:1.3,name:ΤΡΑΠΕΖΑ ΠΕΙΡΑΙΩΣ Α.Ε. (ΤΟΜ.ΣΙΔΗΡΟΥ),orderCount:23,full_community_id:1259,finalValue:15469.32425,startingValue:15677.32425",SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['startingWeight', '[200135 191202]']","['startingValue', '15469.32425']","['finalValue', '1259']","['orderCount', 'ΤΡΑΠΕΖΑ ΠΕΙΡΑΙΩΣ Α.Ε. (ΤΟΜ.ΣΙΔΗΡΟΥ)']",['23'],['15677.32425'],"['wastePercentage', '152160.0']","['1600.0', 'ewc']",['1.3']
53,"waste:15190.0,ewc:[170405 200140 170407 191202],startingWeight:108840.0,orderCount:36,wastePercentage:14.7,name:ΛΙΝΤΕ ΕΛΛΑΣ ΜΟΝ.ΕΠΕ (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟ,full_community_id:1196,finalValue:32477.920000000002,startingValue:41558.78",SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['[170405 200140 170407 191202]', 'startingWeight']","['32477.920000000002', 'startingValue']","['finalValue', '1196']",['ΛΙΝΤΕ ΕΛΛΑΣ ΜΟΝ.ΕΠΕ (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟ'],"['wastePercentage', '36']",['41558.78'],"['108840.0', 'orderCount']","['ewc', '15190.0']",['14.7']
54,"ewc:[191202 191212],waste:17455.0,startingWeight:366455.0,wastePercentage:4.4,name:ECORAP Α.Ε. (ΤΟΜΕΑΣ ΣΙΔΗΡΟΥ),orderCount:24,finalValue:36620.85,full_community_id:1213,startingValue:38456.575",SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['waste', '[191202 191212]']",['36620.85'],"['startingValue', '1213']","['ECORAP Α.Ε. (ΤΟΜΕΑΣ ΣΙΔΗΡΟΥ)', 'orderCount']","['finalValue', '24']",['38456.575'],"['wastePercentage', '366455.0']","['startingWeight', '17455.0']",['4.4']
55,"ewc:[191202 150104],waste:14840.0,startingWeight:294955.0,wastePercentage:3.4,name:ΓΚΕΚΑΣ Δ.-ΠΑΠΑΓΕΩΡΓΙΟΥ Α.ΟΕ (ΤΟΜ.ΣΙ,orderCount:26,finalValue:49696.72,full_community_id:1232,startingValue:53492.670000000006",SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['waste', '[191202 150104]']",['49696.72'],"['1232', 'startingValue']","['ΓΚΕΚΑΣ Δ.-ΠΑΠΑΓΕΩΡΓΙΟΥ Α.ΟΕ (ΤΟΜ.ΣΙ', 'orderCount']","['26', 'finalValue']",['53492.670000000006'],"['wastePercentage', '294955.0']","['14840.0', 'startingWeight']",['3.4']
56,"waste:393785.0,ewc:[170405 160117 191202 200140 191203],startingWeight:20719320.0,orderCount:888,wastePercentage:1.6,name:ΘΩΜΑΔΑΚΗΣ Α.Ε. (ΤΟΜΕΑΣ ΣΙΔΗΡΟΥ),full_community_id:1234,finalValue:4421456.37,startingValue:4510029.095",SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['[170405 160117 191202 200140 191203]', 'startingWeight']","['startingValue', '4421456.37']","['finalValue', '1234']",['ΘΩΜΑΔΑΚΗΣ Α.Ε. (ΤΟΜΕΑΣ ΣΙΔΗΡΟΥ)'],"['wastePercentage', '888']",['4510029.095'],"['orderCount', '20719320.0']","['393785.0', 'ewc']",['1.6']
57,"waste:445.0,ewc:[191202],startingWeight:18490.0,wastePercentage:1.7,name:ΣΧΙΖΑΣ ΧΡ.ΓΕΩΡΓΙΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟΥ),orderCount:4,full_community_id:1230,finalValue:2075.675,startingValue:2122.675",SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['startingWeight', '[191202]']","['startingValue', '2075.675']","['finalValue', '1230']","['ΣΧΙΖΑΣ ΧΡ.ΓΕΩΡΓΙΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟΥ)', 'orderCount']",['4'],['2122.675'],"['wastePercentage', '18490.0']","['445.0', 'ewc']",['1.7']
58,"ewc:[191203 191001 191202 191212 160117 160122 160118],waste:20541.0,startingWeight:3914274.0,wastePercentage:0.8,orderCount:681,name:AK METAL SCRAP ΕΠΕ,full_community_id:1064,finalValue:3345442.605,startingValue:3362944.715",SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['waste', '[191203 191001 191202 191212 160117 160122 160118]']","['startingValue', '3345442.605']","['1064', 'finalValue']",['AK METAL SCRAP ΕΠΕ'],['681'],['3362944.715'],"['wastePercentage', '3914274.0']","['startingWeight', '20541.0']","['orderCount', '0.8']"
59,"ewc:[191202 191212 160216 160106],waste:18125.0,startingWeight:4065475.0,orderCount:611,wastePercentage:0.2,name:ECORESET AE,full_community_id:1033,finalValue:683330.9627,startingValue:686111.7377",SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['waste', '[191202 191212 160216 160106]']","['startingValue', '683330.9627']","['finalValue', '1033']",['ECORESET AE'],"['wastePercentage', '611']",['686111.7377'],"['orderCount', '4065475.0']","['startingWeight', '18125.0']",['0.2']
60,"waste:12195.0,ewc:[170405 191202 200135 160214],startingWeight:645625.0,orderCount:47,wastePercentage:1.7,name:ΤΙΤΑΝ- Α.Ε. ΤΣΙΜΕΝΤΩΝ ΤΙΤΑΝ (ΤΟΜ.ΣΙ,full_community_id:1263,finalValue:117411.38205,startingValue:119969.34945",SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['[170405 191202 200135 160214]', 'startingWeight']","['startingValue', '117411.38205']","['finalValue', '1263']",['ΤΙΤΑΝ- Α.Ε. ΤΣΙΜΕΝΤΩΝ ΤΙΤΑΝ (ΤΟΜ.ΣΙ'],"['wastePercentage', '47']",['119969.34945'],"['orderCount', '645625.0']","['ewc', '12195.0']",['1.7']
61,"ewc:[200140],waste:30.0,startingWeight:23800.0,orderCount:22,wastePercentage:0.6,name:DRALL ΕΛΛΗΝΙΚΗ ΑΕ,full_community_id:1074,finalValue:5143.075,startingValue:5170.225",SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['waste', '[200140]']","['5143.075', 'startingValue']","['finalValue', '1074']",['DRALL ΕΛΛΗΝΙΚΗ ΑΕ'],"['22', 'wastePercentage']",['5170.225'],"['orderCount', '23800.0']","['startingWeight', '30.0']",['0.6']
62,"waste:1215.0,ewc:[160106 160117 160118],startingWeight:412905.0,wastePercentage:0.3,name:Κ.Ο.ΑΝ.Ο. (ΤΟΜΕΑΣ ΣΙΔΗΡΟΥ),orderCount:83,full_community_id:1236,finalValue:52394.175,startingValue:52582.875",SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['startingWeight', '[160106 160117 160118]']","['52394.175', 'startingValue']","['finalValue', '1236']","['Κ.Ο.ΑΝ.Ο. (ΤΟΜΕΑΣ ΣΙΔΗΡΟΥ)', 'orderCount']",['83'],['52582.875'],"['wastePercentage', '412905.0']","['1215.0', 'ewc']",['0.3']
63,"ewc:[200140],waste:30.0,startingWeight:76235.0,orderCount:4,wastePercentage:0.0,name:ΒΙΣΒΑΡΔΗΣ Α.Ε.,full_community_id:1036,finalValue:64409.625,startingValue:64441.875",SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['waste', '[200140]']","['64409.625', 'startingValue']","['finalValue', '1036']",['ΒΙΣΒΑΡΔΗΣ Α.Ε.'],"['wastePercentage', '4']",['64441.875'],"['orderCount', '76235.0']","['startingWeight', '30.0']",['0.0']
64,"ewc:[191202],waste:0.0,startingWeight:6760.0,wastePercentage:0.0,name:EDF RENEWABLES SERVICES GREECE ΜΟΝΟ,orderCount:1,finalValue:0.0676,full_community_id:1086,startingValue:0.0676",SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['waste', '[191202]']",['0.0676'],"['startingValue', '1086']","['orderCount', 'EDF RENEWABLES SERVICES GREECE ΜΟΝΟ']","['1', 'finalValue']",['0.0676'],"['6760.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
65,"waste:220.0,ewc:[200136 150104 150106 170411 170405 191202],startingWeight:58465.0,wastePercentage:0.2,orderCount:16,name:CABLEL WIRES AE,full_community_id:1084,finalValue:7769.132350000001,startingValue:7791.78235",SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['startingWeight', '[200136 150104 150106 170411 170405 191202]']","['startingValue', '7769.132350000001']","['finalValue', '1084']",['CABLEL WIRES AE'],['16'],['7791.78235'],"['wastePercentage', '58465.0']","['ewc', '220.0']","['0.2', 'orderCount']"
66,"ewc:[191202 120101 120103],waste:152220.0,startingWeight:5944095.0,wastePercentage:2.9,name:ENVIRONMETAL ΜΟΝ. ΕΠΕ (ΤΟΜ.ΣΙΔΗΡΟΥ),orderCount:473,full_community_id:1215,finalValue:698734.169,startingValue:714827.959",SUPPLIES,['Ferrous'],"['ΣΚΡΑΠ ΨΑΛΙΔΙΣΜΕΝΟ ΠΥΚΝ >450 ΚG/M3 (ΥΛΗ)', 'Category']",,,['437'],['40000'],,,,,,,,,,"['waste', '[191202 120101 120103]']","['698734.169', 'startingValue']","['finalValue', '1215']","['ENVIRONMETAL ΜΟΝ. ΕΠΕ (ΤΟΜ.ΣΙΔΗΡΟΥ)', 'orderCount']",['473'],['714827.959'],"['5944095.0', 'wastePercentage']","['startingWeight', '152220.0']",['2.9']
