,Relationship,full_community_id_src,name_src,Ar_trg,AtomicNumber_trg,Density_trg,MeltingPoint_trg,Symbol_trg,full_community_id_trg,name_trg
1435,IS_COMPOSED_OF,820,C90400,118.71,50,5.75,231.9,Sn,326,TIN
1436,IS_COMPOSED_OF,820,C90400,55.845,26,7.874,1538,Fe,321,IRON
1437,IS_COMPOSED_OF,820,C90400,28.0855,14,2.33,1414,Si,333,SILICON
1438,IS_COMPOSED_OF,820,C90400,65.38,30,7.13,419.5,Zn,328,ZINC
1439,IS_COMPOSED_OF,821,C90410,118.71,50,5.75,231.9,Sn,326,TIN
1440,IS_COMPOSED_OF,821,C90410,54.938044,25,7.26,1246,Mn,330,MANGANESE
1441,IS_COMPOSED_OF,821,C90410,63.546,29,8.96,1085,Cu,319,COPPER
1442,IS_COMPOSED_OF,821,C90410,65.38,30,7.13,419.5,Zn,328,ZINC
1443,IS_COMPOSED_OF,821,C90410,58.6934,28,8.902,1455,Ni,327,NICKEL
1444,IS_COMPOSED_OF,821,C90410,54.938044,25,7.26,1246,Mn,330,MANGANESE
1445,IS_COMPOSED_OF,821,C90410,65.38,30,7.13,419.5,Zn,328,ZINC
1446,IS_COMPOSED_OF,821,C90410,26.981539,13,2.7,660.3,Al,322,ALUMINUM
1447,IS_COMPOSED_OF,821,C90410,28.0855,14,2.33,1414,Si,333,SILICON
1448,IS_COMPOSED_OF,821,C90410,91.224,40,6.49,1855,Zr,436,ZIRCONIUM 
1449,IS_COMPOSED_OF,821,C90410,55.845,26,7.874,1538,Fe,321,IRON
1450,IS_COMPOSED_OF,821,C90410,118.71,50,5.75,231.9,Sn,326,TIN
1451,IS_COMPOSED_OF,821,C90410,63.546,29,8.96,1085,Cu,319,COPPER
1452,IS_COMPOSED_OF,821,C90410,207.2,82,11.29,327.5,Pb,329,LEAD
1453,IS_COMPOSED_OF,821,C90410,30.973762,15,*,44.1,P,942,PHOSPHORUS 
1454,IS_COMPOSED_OF,821,C90410,121.76,51,6.631,630.5,Sb,331,ANTIMONY
1455,IS_COMPOSED_OF,821,C90410,10.811,5,*,2076,B,946,BORON
1456,IS_COMPOSED_OF,821,C90410,32.605,16,*,112.8,S,943,SULFUR 
1457,IS_COMPOSED_OF,822,C90420,118.71,50,5.75,231.9,Sn,326,TIN
1458,IS_COMPOSED_OF,822,C90420,65.38,30,7.13,419.5,Zn,328,ZINC
1459,IS_COMPOSED_OF,822,C90420,63.546,29,8.96,1085,Cu,319,COPPER
1460,IS_COMPOSED_OF,822,C90420,65.38,30,7.13,419.5,Zn,328,ZINC
1461,IS_COMPOSED_OF,822,C90420,91.224,40,6.49,1855,Zr,436,ZIRCONIUM 
1462,IS_COMPOSED_OF,822,C90420,207.2,82,11.29,327.5,Pb,329,LEAD
1463,IS_COMPOSED_OF,822,C90420,10.811,5,*,2076,B,946,BORON
1464,IS_COMPOSED_OF,822,C90420,58.6934,28,8.902,1455,Ni,327,NICKEL
1465,IS_COMPOSED_OF,822,C90420,12.0107,6,*,3550,C,947,CARBON 
1466,IS_COMPOSED_OF,822,C90420,55.845,26,7.874,1538,Fe,321,IRON
1467,IS_COMPOSED_OF,822,C90420,32.605,16,*,112.8,S,943,SULFUR 
1468,IS_COMPOSED_OF,822,C90420,30.973762,15,*,44.1,P,942,PHOSPHORUS 
1469,IS_COMPOSED_OF,822,C90420,121.76,51,6.631,630.5,Sb,331,ANTIMONY
1470,IS_COMPOSED_OF,822,C90420,118.71,50,5.75,231.9,Sn,326,TIN
1471,IS_COMPOSED_OF,822,C90420,47.867,22,4.5,1668,Ti,320,TITANIUM
1472,IS_COMPOSED_OF,822,C90420,63.546,29,8.96,1085,Cu,319,COPPER
1473,IS_COMPOSED_OF,822,C90420,54.938044,25,7.26,1246,Mn,330,MANGANESE
1474,IS_COMPOSED_OF,823,C90430,63.546,29,8.96,1085,Cu,319,COPPER
1475,IS_COMPOSED_OF,823,C90430,118.71,50,5.75,231.9,Sn,326,TIN
1476,IS_COMPOSED_OF,823,C90430,121.76,51,6.631,630.5,Sb,331,ANTIMONY
1477,IS_COMPOSED_OF,823,C90430,65.38,30,7.13,419.5,Zn,328,ZINC
1478,IS_COMPOSED_OF,823,C90430,91.224,40,6.49,1855,Zr,436,ZIRCONIUM 
1479,IS_COMPOSED_OF,823,C90430,10.811,5,*,2076,B,946,BORON
1480,IS_COMPOSED_OF,823,C90430,32.605,16,*,112.8,S,943,SULFUR 
1481,IS_COMPOSED_OF,823,C90430,54.938044,25,7.26,1246,Mn,330,MANGANESE
1482,IS_COMPOSED_OF,823,C90430,47.867,22,4.5,1668,Ti,320,TITANIUM
1483,IS_COMPOSED_OF,823,C90430,207.2,82,11.29,327.5,Pb,329,LEAD
1484,IS_COMPOSED_OF,823,C90430,30.973762,15,*,44.1,P,942,PHOSPHORUS 
1485,IS_COMPOSED_OF,823,C90430,118.71,50,5.75,231.9,Sn,326,TIN
1486,IS_COMPOSED_OF,823,C90430,63.546,29,8.96,1085,Cu,319,COPPER
1487,IS_COMPOSED_OF,823,C90430,12.0107,6,*,3550,C,947,CARBON 
1488,IS_COMPOSED_OF,823,C90430,65.38,30,7.13,419.5,Zn,328,ZINC
1489,IS_COMPOSED_OF,823,C90430,121.76,51,6.631,630.5,Sb,331,ANTIMONY
1490,IS_COMPOSED_OF,823,C90430,58.6934,28,8.902,1455,Ni,327,NICKEL
1491,IS_COMPOSED_OF,823,C90430,55.845,26,7.874,1538,Fe,321,IRON
1492,IS_COMPOSED_OF,824,C90500,65.38,30,7.13,419.5,Zn,328,ZINC
1493,IS_COMPOSED_OF,824,C90500,63.546,29,8.96,1085,Cu,319,COPPER
1494,IS_COMPOSED_OF,824,C90500,118.71,50,5.75,231.9,Sn,326,TIN
1495,IS_COMPOSED_OF,824,C90500,63.546,29,8.96,1085,Cu,319,COPPER
1496,IS_COMPOSED_OF,824,C90500,28.0855,14,2.33,1414,Si,333,SILICON
1497,IS_COMPOSED_OF,824,C90500,65.38,30,7.13,419.5,Zn,328,ZINC
1498,IS_COMPOSED_OF,824,C90500,58.6934,28,8.902,1455,Ni,327,NICKEL
1499,IS_COMPOSED_OF,824,C90500,55.845,26,7.874,1538,Fe,321,IRON
1500,IS_COMPOSED_OF,824,C90500,121.76,51,6.631,630.5,Sb,331,ANTIMONY
1501,IS_COMPOSED_OF,824,C90500,118.71,50,5.75,231.9,Sn,326,TIN
1502,IS_COMPOSED_OF,824,C90500,26.981539,13,2.7,660.3,Al,322,ALUMINUM
1503,IS_COMPOSED_OF,824,C90500,32.605,16,*,112.8,S,943,SULFUR 
1504,IS_COMPOSED_OF,824,C90500,207.2,82,11.29,327.5,Pb,329,LEAD
1505,IS_COMPOSED_OF,824,C90500,30.973762,15,*,44.1,P,942,PHOSPHORUS 
1506,IS_COMPOSED_OF,830,C90710,118.71,50,5.75,231.9,Sn,326,TIN
1507,IS_COMPOSED_OF,830,C90710,65.38,30,7.13,419.5,Zn,328,ZINC
1508,IS_COMPOSED_OF,830,C90710,30.973762,15,*,44.1,P,942,PHOSPHORUS 
1509,IS_COMPOSED_OF,830,C90710,58.6934,28,8.902,1455,Ni,327,NICKEL
1510,IS_COMPOSED_OF,830,C90710,63.546,29,8.96,1085,Cu,319,COPPER
1511,IS_COMPOSED_OF,830,C90710,32.605,16,*,112.8,S,943,SULFUR 
1512,IS_COMPOSED_OF,830,C90710,55.845,26,7.874,1538,Fe,321,IRON
1513,IS_COMPOSED_OF,830,C90710,28.0855,14,2.33,1414,Si,333,SILICON
1514,IS_COMPOSED_OF,830,C90710,26.981539,13,2.7,660.3,Al,322,ALUMINUM
1515,IS_COMPOSED_OF,830,C90710,207.2,82,11.29,327.5,Pb,329,LEAD
1516,IS_COMPOSED_OF,830,C90710,118.71,50,5.75,231.9,Sn,326,TIN
1517,IS_COMPOSED_OF,830,C90710,121.76,51,6.631,630.5,Sb,331,ANTIMONY
1518,IS_COMPOSED_OF,831,C90800,118.71,50,5.75,231.9,Sn,326,TIN
1519,IS_COMPOSED_OF,831,C90800,63.546,29,8.96,1085,Cu,319,COPPER
1520,IS_COMPOSED_OF,831,C90800,63.546,29,8.96,1085,Cu,319,COPPER
1521,IS_COMPOSED_OF,831,C90800,30.973762,15,*,44.1,P,942,PHOSPHORUS 
1522,IS_COMPOSED_OF,831,C90800,26.981539,13,2.7,660.3,Al,322,ALUMINUM
1523,IS_COMPOSED_OF,831,C90800,55.845,26,7.874,1538,Fe,321,IRON
1524,IS_COMPOSED_OF,831,C90800,121.76,51,6.631,630.5,Sb,331,ANTIMONY
1525,IS_COMPOSED_OF,831,C90800,65.38,30,7.13,419.5,Zn,328,ZINC
1526,IS_COMPOSED_OF,831,C90800,118.71,50,5.75,231.9,Sn,326,TIN
1527,IS_COMPOSED_OF,831,C90800,207.2,82,11.29,327.5,Pb,329,LEAD
1528,IS_COMPOSED_OF,831,C90800,32.605,16,*,112.8,S,943,SULFUR 
1529,IS_COMPOSED_OF,831,C90800,58.6934,28,8.902,1455,Ni,327,NICKEL
1530,IS_COMPOSED_OF,831,C90800,28.0855,14,2.33,1414,Si,333,SILICON
1531,IS_COMPOSED_OF,832,C90810,118.71,50,5.75,231.9,Sn,326,TIN
1532,IS_COMPOSED_OF,832,C90810,58.6934,28,8.902,1455,Ni,327,NICKEL
1533,IS_COMPOSED_OF,832,C90810,207.2,82,11.29,327.5,Pb,329,LEAD
1534,IS_COMPOSED_OF,832,C90810,28.0855,14,2.33,1414,Si,333,SILICON
1535,IS_COMPOSED_OF,832,C90810,118.71,50,5.75,231.9,Sn,326,TIN
1536,IS_COMPOSED_OF,832,C90810,26.981539,13,2.7,660.3,Al,322,ALUMINUM
1537,IS_COMPOSED_OF,832,C90810,55.845,26,7.874,1538,Fe,321,IRON
1538,IS_COMPOSED_OF,832,C90810,121.76,51,6.631,630.5,Sb,331,ANTIMONY
1539,IS_COMPOSED_OF,832,C90810,65.38,30,7.13,419.5,Zn,328,ZINC
1540,IS_COMPOSED_OF,832,C90810,32.605,16,*,112.8,S,943,SULFUR 
1541,IS_COMPOSED_OF,832,C90810,30.973762,15,*,44.1,P,942,PHOSPHORUS 
1542,IS_COMPOSED_OF,832,C90810,63.546,29,8.96,1085,Cu,319,COPPER
1543,IS_COMPOSED_OF,833,C90900,63.546,29,8.96,1085,Cu,319,COPPER
1544,IS_COMPOSED_OF,833,C90900,118.71,50,5.75,231.9,Sn,326,TIN
1545,IS_COMPOSED_OF,833,C90900,55.845,26,7.874,1538,Fe,321,IRON
1546,IS_COMPOSED_OF,833,C90900,58.6934,28,8.902,1455,Ni,327,NICKEL
1547,IS_COMPOSED_OF,833,C90900,118.71,50,5.75,231.9,Sn,326,TIN
1548,IS_COMPOSED_OF,833,C90900,28.0855,14,2.33,1414,Si,333,SILICON
1549,IS_COMPOSED_OF,833,C90900,30.973762,15,*,44.1,P,942,PHOSPHORUS 
1550,IS_COMPOSED_OF,833,C90900,65.38,30,7.13,419.5,Zn,328,ZINC
1551,IS_COMPOSED_OF,833,C90900,26.981539,13,2.7,660.3,Al,322,ALUMINUM
1552,IS_COMPOSED_OF,833,C90900,63.546,29,8.96,1085,Cu,319,COPPER
1553,IS_COMPOSED_OF,833,C90900,207.2,82,11.29,327.5,Pb,329,LEAD
1554,IS_COMPOSED_OF,833,C90900,121.76,51,6.631,630.5,Sb,331,ANTIMONY
1555,IS_COMPOSED_OF,833,C90900,32.605,16,*,112.8,S,943,SULFUR 
1556,IS_COMPOSED_OF,834,C91000,63.546,29,8.96,1085,Cu,319,COPPER
1557,IS_COMPOSED_OF,834,C91000,118.71,50,5.75,231.9,Sn,326,TIN
1558,IS_COMPOSED_OF,834,C91000,207.2,82,11.29,327.5,Pb,329,LEAD
1559,IS_COMPOSED_OF,834,C91000,32.605,16,*,112.8,S,943,SULFUR 
1560,IS_COMPOSED_OF,834,C91000,30.973762,15,*,44.1,P,942,PHOSPHORUS 
1561,IS_COMPOSED_OF,834,C91000,28.0855,14,2.33,1414,Si,333,SILICON
1562,IS_COMPOSED_OF,834,C91000,26.981539,13,2.7,660.3,Al,322,ALUMINUM
1563,IS_COMPOSED_OF,834,C91000,121.76,51,6.631,630.5,Sb,331,ANTIMONY
1564,IS_COMPOSED_OF,834,C91000,118.71,50,5.75,231.9,Sn,326,TIN
1565,IS_COMPOSED_OF,834,C91000,63.546,29,8.96,1085,Cu,319,COPPER
1566,IS_COMPOSED_OF,834,C91000,65.38,30,7.13,419.5,Zn,328,ZINC
1567,IS_COMPOSED_OF,834,C91000,55.845,26,7.874,1538,Fe,321,IRON
1568,IS_COMPOSED_OF,834,C91000,58.6934,28,8.902,1455,Ni,327,NICKEL
1569,IS_COMPOSED_OF,835,C91100,63.546,29,8.96,1085,Cu,319,COPPER
1570,IS_COMPOSED_OF,835,C91100,118.71,50,5.75,231.9,Sn,326,TIN
1571,IS_COMPOSED_OF,835,C91100,207.2,82,11.29,327.5,Pb,329,LEAD
1572,IS_COMPOSED_OF,835,C91100,32.605,16,*,112.8,S,943,SULFUR 
1573,IS_COMPOSED_OF,835,C91100,26.981539,13,2.7,660.3,Al,322,ALUMINUM
1574,IS_COMPOSED_OF,835,C91100,55.845,26,7.874,1538,Fe,321,IRON
1575,IS_COMPOSED_OF,835,C91100,30.973762,15,*,44.1,P,942,PHOSPHORUS 
1576,IS_COMPOSED_OF,835,C91100,65.38,30,7.13,419.5,Zn,328,ZINC
1577,IS_COMPOSED_OF,835,C91100,28.0855,14,2.33,1414,Si,333,SILICON
1578,IS_COMPOSED_OF,835,C91100,63.546,29,8.96,1085,Cu,319,COPPER
1579,IS_COMPOSED_OF,835,C91100,58.6934,28,8.902,1455,Ni,327,NICKEL
1580,IS_COMPOSED_OF,835,C91100,118.71,50,5.75,231.9,Sn,326,TIN
1581,IS_COMPOSED_OF,835,C91100,121.76,51,6.631,630.5,Sb,331,ANTIMONY
1582,IS_COMPOSED_OF,836,C91300,118.71,50,5.75,231.9,Sn,326,TIN
1583,IS_COMPOSED_OF,836,C91300,63.546,29,8.96,1085,Cu,319,COPPER
1584,IS_COMPOSED_OF,836,C91300,28.0855,14,2.33,1414,Si,333,SILICON
1585,IS_COMPOSED_OF,836,C91300,121.76,51,6.631,630.5,Sb,331,ANTIMONY
1586,IS_COMPOSED_OF,836,C91300,55.845,26,7.874,1538,Fe,321,IRON
1587,IS_COMPOSED_OF,836,C91300,30.973762,15,*,44.1,P,942,PHOSPHORUS 
1588,IS_COMPOSED_OF,836,C91300,26.981539,13,2.7,660.3,Al,322,ALUMINUM
1589,IS_COMPOSED_OF,836,C91300,58.6934,28,8.902,1455,Ni,327,NICKEL
1590,IS_COMPOSED_OF,836,C91300,207.2,82,11.29,327.5,Pb,329,LEAD
1591,IS_COMPOSED_OF,836,C91300,32.605,16,*,112.8,S,943,SULFUR 
1592,IS_COMPOSED_OF,836,C91300,118.71,50,5.75,231.9,Sn,326,TIN
1593,IS_COMPOSED_OF,836,C91300,65.38,30,7.13,419.5,Zn,328,ZINC
1594,IS_COMPOSED_OF,836,C91300,63.546,29,8.96,1085,Cu,319,COPPER
1595,IS_COMPOSED_OF,837,C91500,207.2,82,11.29,327.5,Pb,329,LEAD
1596,IS_COMPOSED_OF,837,C91500,118.71,50,5.75,231.9,Sn,326,TIN
1597,IS_COMPOSED_OF,837,C91500,58.6934,28,8.902,1455,Ni,327,NICKEL
1598,IS_COMPOSED_OF,837,C91500,63.546,29,8.96,1085,Cu,319,COPPER
1599,IS_COMPOSED_OF,837,C91500,58.6934,28,8.902,1455,Ni,327,NICKEL
1600,IS_COMPOSED_OF,837,C91500,207.2,82,11.29,327.5,Pb,329,LEAD
1601,IS_COMPOSED_OF,837,C91500,118.71,50,5.75,231.9,Sn,326,TIN
1602,IS_COMPOSED_OF,837,C91500,30.973762,15,*,44.1,P,942,PHOSPHORUS 
1603,IS_COMPOSED_OF,838,C91600,58.6934,28,8.902,1455,Ni,327,NICKEL
1604,IS_COMPOSED_OF,838,C91600,63.546,29,8.96,1085,Cu,319,COPPER
1605,IS_COMPOSED_OF,838,C91600,118.71,50,5.75,231.9,Sn,326,TIN
1606,IS_COMPOSED_OF,838,C91600,65.38,30,7.13,419.5,Zn,328,ZINC
1607,IS_COMPOSED_OF,838,C91600,28.0855,14,2.33,1414,Si,333,SILICON
1608,IS_COMPOSED_OF,838,C91600,118.71,50,5.75,231.9,Sn,326,TIN
1609,IS_COMPOSED_OF,838,C91600,121.76,51,6.631,630.5,Sb,331,ANTIMONY
1610,IS_COMPOSED_OF,838,C91600,58.6934,28,8.902,1455,Ni,327,NICKEL
1611,IS_COMPOSED_OF,838,C91600,55.845,26,7.874,1538,Fe,321,IRON
1612,IS_COMPOSED_OF,838,C91600,32.605,16,*,112.8,S,943,SULFUR 
1613,IS_COMPOSED_OF,838,C91600,30.973762,15,*,44.1,P,942,PHOSPHORUS 
1614,IS_COMPOSED_OF,838,C91600,63.546,29,8.96,1085,Cu,319,COPPER
1615,IS_COMPOSED_OF,838,C91600,207.2,82,11.29,327.5,Pb,329,LEAD
1616,IS_COMPOSED_OF,838,C91600,26.981539,13,2.7,660.3,Al,322,ALUMINUM
1617,IS_COMPOSED_OF,839,C91700,118.71,50,5.75,231.9,Sn,326,TIN
1618,IS_COMPOSED_OF,839,C91700,58.6934,28,8.902,1455,Ni,327,NICKEL
1619,IS_COMPOSED_OF,839,C91700,63.546,29,8.96,1085,Cu,319,COPPER
1620,IS_COMPOSED_OF,839,C91700,118.71,50,5.75,231.9,Sn,326,TIN
1621,IS_COMPOSED_OF,839,C91700,32.605,16,*,112.8,S,943,SULFUR 
1622,IS_COMPOSED_OF,839,C91700,58.6934,28,8.902,1455,Ni,327,NICKEL
1623,IS_COMPOSED_OF,839,C91700,63.546,29,8.96,1085,Cu,319,COPPER
1624,IS_COMPOSED_OF,839,C91700,121.76,51,6.631,630.5,Sb,331,ANTIMONY
1625,IS_COMPOSED_OF,839,C91700,26.981539,13,2.7,660.3,Al,322,ALUMINUM
1626,IS_COMPOSED_OF,839,C91700,55.845,26,7.874,1538,Fe,321,IRON
1627,IS_COMPOSED_OF,839,C91700,65.38,30,7.13,419.5,Zn,328,ZINC
1628,IS_COMPOSED_OF,839,C91700,207.2,82,11.29,327.5,Pb,329,LEAD
1629,IS_COMPOSED_OF,839,C91700,28.0855,14,2.33,1414,Si,333,SILICON
1630,IS_COMPOSED_OF,839,C91700,30.973762,15,*,44.1,P,942,PHOSPHORUS 
1631,IS_COMPOSED_OF,840,C92200,118.71,50,5.75,231.9,Sn,326,TIN
1632,IS_COMPOSED_OF,840,C92200,63.546,29,8.96,1085,Cu,319,COPPER
1633,IS_COMPOSED_OF,840,C92200,65.38,30,7.13,419.5,Zn,328,ZINC
1634,IS_COMPOSED_OF,840,C92200,207.2,82,11.29,327.5,Pb,329,LEAD
1635,IS_COMPOSED_OF,840,C92200,63.546,29,8.96,1085,Cu,319,COPPER
1636,IS_COMPOSED_OF,840,C92200,32.605,16,*,112.8,S,943,SULFUR 
1637,IS_COMPOSED_OF,840,C92200,30.973762,15,*,44.1,P,942,PHOSPHORUS 
1638,IS_COMPOSED_OF,840,C92200,26.981539,13,2.7,660.3,Al,322,ALUMINUM
1639,IS_COMPOSED_OF,840,C92200,55.845,26,7.874,1538,Fe,321,IRON
1640,IS_COMPOSED_OF,840,C92200,121.76,51,6.631,630.5,Sb,331,ANTIMONY
1641,IS_COMPOSED_OF,840,C92200,118.71,50,5.75,231.9,Sn,326,TIN
1642,IS_COMPOSED_OF,840,C92200,65.38,30,7.13,419.5,Zn,328,ZINC
1643,IS_COMPOSED_OF,840,C92200,28.0855,14,2.33,1414,Si,333,SILICON
1644,IS_COMPOSED_OF,840,C92200,58.6934,28,8.902,1455,Ni,327,NICKEL
1645,IS_COMPOSED_OF,840,C92200,207.2,82,11.29,327.5,Pb,329,LEAD
1646,IS_COMPOSED_OF,841,C92210,63.546,29,8.96,1085,Cu,319,COPPER
1647,IS_COMPOSED_OF,841,C92210,58.6934,28,8.902,1455,Ni,327,NICKEL
1648,IS_COMPOSED_OF,841,C92210,65.38,30,7.13,419.5,Zn,328,ZINC
1649,IS_COMPOSED_OF,841,C92210,207.2,82,11.29,327.5,Pb,329,LEAD
1650,IS_COMPOSED_OF,841,C92210,118.71,50,5.75,231.9,Sn,326,TIN
1651,IS_COMPOSED_OF,841,C92210,58.6934,28,8.902,1455,Ni,327,NICKEL
1652,IS_COMPOSED_OF,841,C92210,65.38,30,7.13,419.5,Zn,328,ZINC
1653,IS_COMPOSED_OF,841,C92210,63.546,29,8.96,1085,Cu,319,COPPER
1654,IS_COMPOSED_OF,841,C92210,32.605,16,*,112.8,S,943,SULFUR 
1655,IS_COMPOSED_OF,841,C92210,28.0855,14,2.33,1414,Si,333,SILICON
1656,IS_COMPOSED_OF,841,C92210,207.2,82,11.29,327.5,Pb,329,LEAD
1657,IS_COMPOSED_OF,841,C92210,118.71,50,5.75,231.9,Sn,326,TIN
1658,IS_COMPOSED_OF,841,C92210,55.845,26,7.874,1538,Fe,321,IRON
1659,IS_COMPOSED_OF,841,C92210,121.76,51,6.631,630.5,Sb,331,ANTIMONY
1660,IS_COMPOSED_OF,841,C92210,30.973762,15,*,44.1,P,942,PHOSPHORUS 
1661,IS_COMPOSED_OF,841,C92210,26.981539,13,2.7,660.3,Al,322,ALUMINUM
1662,IS_COMPOSED_OF,842,C92220(6),58.6934,28,8.902,1455,Ni,327,NICKEL
1663,IS_COMPOSED_OF,842,C92220(6),207.2,82,11.29,327.5,Pb,329,LEAD
1664,IS_COMPOSED_OF,842,C92220(6),65.38,30,7.13,419.5,Zn,328,ZINC
1665,IS_COMPOSED_OF,842,C92220(6),118.71,50,5.75,231.9,Sn,326,TIN
1666,IS_COMPOSED_OF,842,C92220(6),63.546,29,8.96,1085,Cu,319,COPPER
1667,IS_COMPOSED_OF,842,C92220(6),65.38,30,7.13,419.5,Zn,328,ZINC
1668,IS_COMPOSED_OF,842,C92220(6),118.71,50,5.75,231.9,Sn,326,TIN
1669,IS_COMPOSED_OF,842,C92220(6),207.2,82,11.29,327.5,Pb,329,LEAD
1670,IS_COMPOSED_OF,842,C92220(6),30.973762,15,*,44.1,P,942,PHOSPHORUS 
1671,IS_COMPOSED_OF,842,C92220(6),55.845,26,7.874,1538,Fe,321,IRON
1672,IS_COMPOSED_OF,842,C92220(6),63.546,29,8.96,1085,Cu,319,COPPER
1673,IS_COMPOSED_OF,842,C92220(6),58.6934,28,8.902,1455,Ni,327,NICKEL
1674,IS_COMPOSED_OF,843,C92300,118.71,50,5.75,231.9,Sn,326,TIN
1675,IS_COMPOSED_OF,843,C92300,65.38,30,7.13,419.5,Zn,328,ZINC
1676,IS_COMPOSED_OF,843,C92300,207.2,82,11.29,327.5,Pb,329,LEAD
1677,IS_COMPOSED_OF,843,C92300,63.546,29,8.96,1085,Cu,319,COPPER
1678,IS_COMPOSED_OF,843,C92300,28.0855,14,2.33,1414,Si,333,SILICON
1679,IS_COMPOSED_OF,843,C92300,121.76,51,6.631,630.5,Sb,331,ANTIMONY
1680,IS_COMPOSED_OF,843,C92300,30.973762,15,*,44.1,P,942,PHOSPHORUS 
1681,IS_COMPOSED_OF,843,C92300,207.2,82,11.29,327.5,Pb,329,LEAD
1682,IS_COMPOSED_OF,843,C92300,32.605,16,*,112.8,S,943,SULFUR 
1683,IS_COMPOSED_OF,843,C92300,58.6934,28,8.902,1455,Ni,327,NICKEL
1684,IS_COMPOSED_OF,843,C92300,65.38,30,7.13,419.5,Zn,328,ZINC
1685,IS_COMPOSED_OF,843,C92300,118.71,50,5.75,231.9,Sn,326,TIN
1686,IS_COMPOSED_OF,843,C92300,63.546,29,8.96,1085,Cu,319,COPPER
1687,IS_COMPOSED_OF,843,C92300,26.981539,13,2.7,660.3,Al,322,ALUMINUM
1688,IS_COMPOSED_OF,843,C92300,55.845,26,7.874,1538,Fe,321,IRON
1689,IS_COMPOSED_OF,844,C92310,207.2,82,11.29,327.5,Pb,329,LEAD
1690,IS_COMPOSED_OF,844,C92310,118.71,50,5.75,231.9,Sn,326,TIN
1691,IS_COMPOSED_OF,844,C92310,65.38,30,7.13,419.5,Zn,328,ZINC
1692,IS_COMPOSED_OF,844,C92310,63.546,29,8.96,1085,Cu,319,COPPER
1693,IS_COMPOSED_OF,844,C92310,118.71,50,5.75,231.9,Sn,326,TIN
1694,IS_COMPOSED_OF,844,C92310,28.0855,14,2.33,1414,Si,333,SILICON
1695,IS_COMPOSED_OF,844,C92310,58.6934,28,8.902,1455,Ni,327,NICKEL
1696,IS_COMPOSED_OF,844,C92310,54.938044,25,7.26,1246,Mn,330,MANGANESE
1697,IS_COMPOSED_OF,844,C92310,65.38,30,7.13,419.5,Zn,328,ZINC
1698,IS_COMPOSED_OF,844,C92310,26.981539,13,2.7,660.3,Al,322,ALUMINUM
1699,IS_COMPOSED_OF,844,C92310,207.2,82,11.29,327.5,Pb,329,LEAD
1700,IS_COMPOSED_OF,845,C92400,207.2,82,11.29,327.5,Pb,329,LEAD
1701,IS_COMPOSED_OF,845,C92400,65.38,30,7.13,419.5,Zn,328,ZINC
1702,IS_COMPOSED_OF,845,C92400,63.546,29,8.96,1085,Cu,319,COPPER
1703,IS_COMPOSED_OF,845,C92400,118.71,50,5.75,231.9,Sn,326,TIN
1704,IS_COMPOSED_OF,845,C92400,58.6934,28,8.902,1455,Ni,327,NICKEL
1705,IS_COMPOSED_OF,845,C92400,121.76,51,6.631,630.5,Sb,331,ANTIMONY
1706,IS_COMPOSED_OF,845,C92400,30.973762,15,*,44.1,P,942,PHOSPHORUS 
1707,IS_COMPOSED_OF,845,C92400,28.0855,14,2.33,1414,Si,333,SILICON
1708,IS_COMPOSED_OF,845,C92400,55.845,26,7.874,1538,Fe,321,IRON
1709,IS_COMPOSED_OF,845,C92400,32.605,16,*,112.8,S,943,SULFUR 
1710,IS_COMPOSED_OF,845,C92400,118.71,50,5.75,231.9,Sn,326,TIN
1711,IS_COMPOSED_OF,845,C92400,65.38,30,7.13,419.5,Zn,328,ZINC
1712,IS_COMPOSED_OF,845,C92400,63.546,29,8.96,1085,Cu,319,COPPER
1713,IS_COMPOSED_OF,845,C92400,207.2,82,11.29,327.5,Pb,329,LEAD
1714,IS_COMPOSED_OF,845,C92400,26.981539,13,2.7,660.3,Al,322,ALUMINUM
1715,IS_COMPOSED_OF,846,C92410,118.71,50,5.75,231.9,Sn,326,TIN
1716,IS_COMPOSED_OF,846,C92410,207.2,82,11.29,327.5,Pb,329,LEAD
1717,IS_COMPOSED_OF,846,C92410,65.38,30,7.13,419.5,Zn,328,ZINC
1718,IS_COMPOSED_OF,846,C92410,54.938044,25,7.26,1246,Mn,330,MANGANESE
1719,IS_COMPOSED_OF,846,C92410,207.2,82,11.29,327.5,Pb,329,LEAD
1720,IS_COMPOSED_OF,846,C92410,58.6934,28,8.902,1455,Ni,327,NICKEL
1721,IS_COMPOSED_OF,846,C92410,55.845,26,7.874,1538,Fe,321,IRON
1722,IS_COMPOSED_OF,846,C92410,65.38,30,7.13,419.5,Zn,328,ZINC
1723,IS_COMPOSED_OF,846,C92410,121.76,51,6.631,630.5,Sb,331,ANTIMONY
1724,IS_COMPOSED_OF,846,C92410,118.71,50,5.75,231.9,Sn,326,TIN
1725,IS_COMPOSED_OF,846,C92410,28.0855,14,2.33,1414,Si,333,SILICON
1726,IS_COMPOSED_OF,846,C92410,26.981539,13,2.7,660.3,Al,322,ALUMINUM
1727,IS_COMPOSED_OF,846,C92410,63.546,29,8.96,1085,Cu,319,COPPER
1728,IS_COMPOSED_OF,847,C92500,118.71,50,5.75,231.9,Sn,326,TIN
1729,IS_COMPOSED_OF,847,C92500,63.546,29,8.96,1085,Cu,319,COPPER
