,Relationship,Category_src,Description_src,EDescription_src,GDescription_src,full_community_id_src,name_src,Categorisation_trg,Category_trg,Description_trg,Dimensions_trg,Form_trg,Free_of_trg,Material_trg,Specifications_trg,Title_trg,ewc_trg,finalValue_trg,full_community_id_trg,name_trg,orderCount_trg,startingValue_trg,startingWeight_trg,waste_trg,wastePercentage_trg
272,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Α3'],"['COPPER SCRAP SOUDRONIC AS PER ISRI', 'Category']",['491'],['50022'],,,,,,,,,,"['[160122 191203 170407 170404 170405 170401 170403 170402 160118]', 'startingWeight']",['251764.07'],"['1216', 'startingValue']","['RISE ΜΟΝΟΠΡΟΣΩΠΗ ΑΕ (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟ', 'orderCount']","['finalValue', '105']",['253208.42'],"['292749.0', 'wastePercentage']","['1617.0', 'ewc']",['1.0']
273,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ A3 ΤΡΙΜΜΑ'],"['COPPER SCRAP GRANULES A3', 'Category']",['492'],['50023'],,,,,,,,,,"['waste', '[191203 191001 191202 191212 160117 160122 160118]']","['startingValue', '3345442.605']","['finalValue', '1064']",['AK METAL SCRAP ΕΠΕ'],['681'],['3362944.715'],"['3914274.0', 'wastePercentage']","['startingWeight', '20541.0']","['0.8', 'orderCount']"
274,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Α4'],"['COPPER SCRAP BERRY/CANDY AS PER ISRI', 'Category']",['493'],['50024'],,,,,,,,,,"['startingWeight', '[160122 191203 191202 191212]']",['1468861.155'],"['startingValue', '1245']","['ΚΟΣΜΙΔΗΣ Δ. & ΣΙΑ ΕΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)', 'orderCount']","['finalValue', '272']",['1470152.3800000001'],"['1068338.0', 'wastePercentage']","['964.0', 'ewc']",['0.2']
275,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Α4'],"['COPPER SCRAP BERRY/CANDY AS PER ISRI', 'Category']",['493'],['50024'],,,,,,,,,,"['waste', '[191203 191001 191202 191212 160117 160122 160118]']","['startingValue', '3345442.605']","['finalValue', '1064']",['AK METAL SCRAP ΕΠΕ'],['681'],['3362944.715'],"['3914274.0', 'wastePercentage']","['startingWeight', '20541.0']","['0.8', 'orderCount']"
276,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Α4'],"['COPPER SCRAP BERRY/CANDY AS PER ISRI', 'Category']",['493'],['50024'],,,,,,,,,,"['startingWeight', '[191203 170401 170402 191202 170407 120103 170403 160122]']",['386102.215'],"['startingValue', '1258']","['ΣΩΤΗΡΙΟΥ ΔΗΜΗΤΡΙΟΣ ΜΟΝ. ΕΠΕ (ΤΟΜ.ΜΕ', 'orderCount']","['finalValue', '116']",['386916.24'],"['327965.0', 'wastePercentage']","['427.0', 'ewc']",['0.3']
277,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Α4'],"['COPPER SCRAP BERRY/CANDY AS PER ISRI', 'Category']",['493'],['50024'],,,,,,,,,,"['startingWeight', '[170401]']","['startingValue', '20387.84']","['1004', 'finalValue']","['ΒΙΟΚΑΛΩΔΙΑ  ΕΠΕ', 'orderCount']",['1'],['20447.700000000004'],"['wastePercentage', '4460.0']","['13.0', 'ewc']",['0.3']
278,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Α4'],"['COPPER SCRAP BERRY/CANDY AS PER ISRI', 'Category']",['493'],['50024'],,,,,,,,,,"['startingWeight', '[160801 170411 170402 160118 170401 170407 170405 191203]']",['607650.775'],"['startingValue', '1233']","['ΘΩΜΑΔΑΚΗΣ Α.Ε. (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟΥ)', 'orderCount']","['finalValue', '54']",['609950.6849999999'],"['691758.0', 'wastePercentage']","['2138.0', 'ewc']",['0.3']
279,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Α4'],"['COPPER SCRAP BERRY/CANDY AS PER ISRI', 'Category']",['493'],['50024'],,,,,,,,,,"['startingWeight', '[160122 191203 170402 191202]']",['58793.82'],"['1249', 'startingValue']","['ΛΑΔΑΣ Ι. ΓΕΩΡΓΙΟΣ & ΣΙΑ ΟΕ (ΤΟΜ.ΜΕΤ', 'orderCount']","['finalValue', '10']",['59144.43'],"['68615.0', 'wastePercentage']","['323.0', 'ewc']",['0.5']
280,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ B2 ΤΡΙΜΜΑ'],"['COPPER SCRAP COBRA AS PER ISRI', 'Category']",['496'],['50027'],,,,,,,,,,"['startingWeight', '[160122 191203 191202 191212]']",['1468861.155'],"['startingValue', '1245']","['ΚΟΣΜΙΔΗΣ Δ. & ΣΙΑ ΕΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)', 'orderCount']","['finalValue', '272']",['1470152.3800000001'],"['1068338.0', 'wastePercentage']","['964.0', 'ewc']",['0.2']
281,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ B2 ΤΡΙΜΜΑ'],"['COPPER SCRAP COBRA AS PER ISRI', 'Category']",['496'],['50027'],,,,,,,,,,"['waste', '[191203 191001 191202 191212 160117 160122 160118]']","['startingValue', '3345442.605']","['finalValue', '1064']",['AK METAL SCRAP ΕΠΕ'],['681'],['3362944.715'],"['3914274.0', 'wastePercentage']","['startingWeight', '20541.0']","['0.8', 'orderCount']"
282,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ B2 ΤΡΙΜΜΑ'],"['COPPER SCRAP COBRA AS PER ISRI', 'Category']",['496'],['50027'],,,,,,,,,,"['startingWeight', '[191203 170401 170402 191202 170407 120103 170403 160122]']",['386102.215'],"['startingValue', '1258']","['ΣΩΤΗΡΙΟΥ ΔΗΜΗΤΡΙΟΣ ΜΟΝ. ΕΠΕ (ΤΟΜ.ΜΕ', 'orderCount']","['finalValue', '116']",['386916.24'],"['327965.0', 'wastePercentage']","['427.0', 'ewc']",['0.3']
283,IS_EQUIVALENT_TO,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ B2 ΤΡΙΜΜΑ'],"['COPPER SCRAP COBRA AS PER ISRI', 'Category']",['496'],['50027'],['Nonferrous Scrap - Red Metals'],,,,['Wire scrap nodules'],,['Copper '],"[' Chopped or shredded. Maximum metal impurities not to exceed 0.50% aluminum and 1% each of other metals or insulation.', 'Unalloyed']",['No. 2 Copper Wire Nodules'],,,['6'],['Cobra'],,,,,
284,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Β2-Α'],"['COPPER SCRAP B2 UNSORTED', 'Category']",['497'],['50028'],,,,,,,,,,"['startingWeight', '[170407 191202 150104 170402 170401 191203]']",['361317.28'],"['1003', 'startingValue']","['ΑΦΟΙ ΜΠΟΥΡΑ Ο.Ε.', 'orderCount']","['finalValue', '59']",['361759.65'],"['415380.0', 'wastePercentage']","['474.0', 'ewc']",['0.2']
285,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Β2-Α'],"['COPPER SCRAP B2 UNSORTED', 'Category']",['497'],['50028'],,,,,,,,,,"['startingWeight', '[191203]']","['startingValue', '29710.899999999998']","['finalValue', '1001']","['ΑΝΑΚΥΚΛΩΣΗ ΛΕΣΒΟΥ ΒΟΥΝΑΤΣΟΣ Δ.& ΧΑΡ', 'orderCount']",['2'],['29858.75'],"['wastePercentage', '7010.0']","['35.0', 'ewc']",['0.5']
286,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Β2-Α'],"['COPPER SCRAP B2 UNSORTED', 'Category']",['497'],['50028'],,,,,,,,,,"['startingWeight', '[191202 191203]']","['41869.36', 'startingValue']","['1211', 'finalValue']","['CRETA ECO PHOENIX ΑΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)', 'orderCount']",['16'],['42270.395'],"['41537.0', 'wastePercentage']","['399.0', 'ewc']",['1.0']
287,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Β2-Α'],"['COPPER SCRAP B2 UNSORTED', 'Category']",['497'],['50028'],,,,,,,,,,"['startingWeight', '[170411 191203 191202 191212]']",['37514.525'],"['startingValue', '1198']","['GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Μ', 'orderCount']","['finalValue', '18']",['37721.375'],"['35115.0', 'wastePercentage']","['169.0', 'ewc']",['0.7']
288,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Β2-Α'],"['COPPER SCRAP B2 UNSORTED', 'Category']",['497'],['50028'],,,,,,,,,,"['waste', '[191001 191002 191202]']","['startingValue', '147836.575']","['finalValue', '1023']","['ΠΑΠΑΛΕΞΗΣ Ι. & Ε. ΙΚΕ', 'orderCount']",['30'],['150042.3'],"['555190.0', 'wastePercentage']","['startingWeight', '15230.0']",['1.7']
289,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Β2-Α'],"['COPPER SCRAP B2 UNSORTED', 'Category']",['497'],['50028'],,,,,,,,,,"['startingWeight', '[191203 170401 170402 191202 170407 120103 170403 160122]']",['386102.215'],"['startingValue', '1258']","['ΣΩΤΗΡΙΟΥ ΔΗΜΗΤΡΙΟΣ ΜΟΝ. ΕΠΕ (ΤΟΜ.ΜΕ', 'orderCount']","['finalValue', '116']",['386916.24'],"['327965.0', 'wastePercentage']","['427.0', 'ewc']",['0.3']
290,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Β2-Α'],"['COPPER SCRAP B2 UNSORTED', 'Category']",['497'],['50028'],,,,,,,,,,"['startingWeight', '[200140 170411 191203]']","['startingValue', '47550.07']","['finalValue', '1210']","['ALSTOM TRANSPORT AE (ΤΟΜ.ΜΕΤΑΛΛΟΥ)', 'orderCount']",['9'],['49379.42'],"['30130.0', 'wastePercentage']","['501.0', 'ewc']",['6.3']
291,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Β2-Α'],"['COPPER SCRAP B2 UNSORTED', 'Category']",['497'],['50028'],,,,,,,,,,"['waste', '[191203 191001 191202 191212 160117 160122 160118]']","['startingValue', '3345442.605']","['finalValue', '1064']",['AK METAL SCRAP ΕΠΕ'],['681'],['3362944.715'],"['3914274.0', 'wastePercentage']","['startingWeight', '20541.0']","['0.8', 'orderCount']"
292,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Β2-Α'],"['COPPER SCRAP B2 UNSORTED', 'Category']",['497'],['50028'],,,,,,,,,,"['waste', '[170401 191203]']",['17338.41'],"['1056', 'startingValue']","['ΑΝΑΚΥΚΛΩΣΗ ΜΑΓΝΗΣΙΑΣ ΜΟΝΟΠΡΟΣΩΠΗ Ι.', 'orderCount']","['finalValue', '2']",['17338.41'],"['6999.0', 'wastePercentage']","['startingWeight', '0.0']",['0.0']
293,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Β2-Α'],"['COPPER SCRAP B2 UNSORTED', 'Category']",['497'],['50028'],,,,,,,,,,"['[160122 191203 170407 170404 170405 170401 170403 170402 160118]', 'startingWeight']",['251764.07'],"['1216', 'startingValue']","['RISE ΜΟΝΟΠΡΟΣΩΠΗ ΑΕ (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟ', 'orderCount']","['finalValue', '105']",['253208.42'],"['292749.0', 'wastePercentage']","['1617.0', 'ewc']",['1.0']
294,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Β2-Α'],"['COPPER SCRAP B2 UNSORTED', 'Category']",['497'],['50028'],,,,,,,,,,"['startingWeight', '[160801 170411 170402 160118 170401 170407 170405 191203]']",['607650.775'],"['startingValue', '1233']","['ΘΩΜΑΔΑΚΗΣ Α.Ε. (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟΥ)', 'orderCount']","['finalValue', '54']",['609950.6849999999'],"['691758.0', 'wastePercentage']","['2138.0', 'ewc']",['0.3']
295,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Β2-Α'],"['COPPER SCRAP B2 UNSORTED', 'Category']",['497'],['50028'],,,,,,,,,,"['startingWeight', '[200140 191203]']",['23773.07'],"['startingValue', '995']","['ΔΗΜΑΣ ΑΕΒΕ', 'orderCount']","['finalValue', '6']",['26014.45'],"['19860.0', 'wastePercentage']","['1650.0', 'ewc']",['9.5']
296,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Β2-Α'],"['COPPER SCRAP B2 UNSORTED', 'Category']",['497'],['50028'],,,,,,,,,,"['startingWeight', '[170401]']","['startingValue', '20387.84']","['1004', 'finalValue']","['ΒΙΟΚΑΛΩΔΙΑ  ΕΠΕ', 'orderCount']",['1'],['20447.700000000004'],"['wastePercentage', '4460.0']","['13.0', 'ewc']",['0.3']
297,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Β2-Α'],"['COPPER SCRAP B2 UNSORTED', 'Category']",['497'],['50028'],,,,,,,,,,"['[191202 191203 120101]', 'startingWeight']","['startingValue', '383867.245']","['finalValue', '1044']","['ΜΙΧΑΛΟΠΟΥΛΟΣ Φ. ΑΝΑΣΤΑΣΙΟΣ', 'orderCount']",['138'],['384503.1'],"['wastePercentage', '357280.0']","['543.0', 'ewc']",['0.2']
298,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Β2-Α'],"['COPPER SCRAP B2 UNSORTED', 'Category']",['497'],['50028'],,,,,,,,,,"['[170411 170407 191203 191212 191202 170401 170402 170405]', 'startingWeight']",['176445.54'],"['startingValue', '1267']","['ΨΥΧΟΜΑΝΗ ΑΦΟΙ ΙΚΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)', 'orderCount']","['34', 'finalValue']",['177066.16'],"['198945.0', 'wastePercentage']","['650.0', 'ewc']",['0.5']
299,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Β2-Α'],"['COPPER SCRAP B2 UNSORTED', 'Category']",['497'],['50028'],,,,,,,,,,"['startingWeight', '[160122 191203 170402 191202]']",['58793.82'],"['1249', 'startingValue']","['ΛΑΔΑΣ Ι. ΓΕΩΡΓΙΟΣ & ΣΙΑ ΟΕ (ΤΟΜ.ΜΕΤ', 'orderCount']","['finalValue', '10']",['59144.43'],"['68615.0', 'wastePercentage']","['323.0', 'ewc']",['0.5']
300,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Β2-Α'],"['COPPER SCRAP B2 UNSORTED', 'Category']",['497'],['50028'],,,,,,,,,,"['startingWeight', '[191202 160801 191203 160118 160122 170411 191212]']","['962668.699', 'startingValue']","['1224', 'finalValue']",['ΑΡΓΥΡΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ & ΣΙΑ ΟΕ(ΤΟΜ.'],"['277', 'wastePercentage']",['975533.679'],"['6766012.0', 'orderCount']","['98985.0', 'ewc']",['1.0']
301,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Β2-Α'],"['COPPER SCRAP B2 UNSORTED', 'Category']",['497'],['50028'],,,,,,,,,,"['startingWeight', '[160122 191203 191202 191212]']",['1468861.155'],"['startingValue', '1245']","['ΚΟΣΜΙΔΗΣ Δ. & ΣΙΑ ΕΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)', 'orderCount']","['finalValue', '272']",['1470152.3800000001'],"['1068338.0', 'wastePercentage']","['964.0', 'ewc']",['0.2']
302,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Β2-Α'],"['COPPER SCRAP B2 UNSORTED', 'Category']",['497'],['50028'],,,,,,,,,,"['startingWeight', '[191203 191212 191202 160122]']",['93284.775'],"['1261', 'startingValue']","['ΛΑΣΚΑΡΙΔΗΣ METAL SCRAP ΙΚΕ (ΤΟΜ.ΜΕΤ', 'orderCount']","['finalValue', '14']",['93608.125'],"['67780.0', 'wastePercentage']","['191.0', 'ewc']",['0.7']
303,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΧΑΛΚΟΥ Β2-Α'],"['COPPER SCRAP B2 UNSORTED', 'Category']",['497'],['50028'],,,,,,,,,,"['startingWeight', '[191203 191202]']","['startingValue', '35244.575000000004']","['1242', 'finalValue']","['ΟΙΚΟ ΚΥΚΛΙΟΣ ΑΝΑΚΥΚΛΩΣΗ ΑΒΕΕ (ΤΟΜ.Μ', 'orderCount']",['8'],['35479.075'],"['30450.0', 'wastePercentage']","['148.0', 'ewc']",['0.5']
304,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΚΡΑΜΜΑΤΩΝ ΧΑΛΚΟΥ'],"['COPPER SCRAP ALLOYS', 'Category']",['498'],['50029'],,,,,,,,,,"['waste', '[191203 191001 191202 191212 160117 160122 160118]']","['startingValue', '3345442.605']","['finalValue', '1064']",['AK METAL SCRAP ΕΠΕ'],['681'],['3362944.715'],"['3914274.0', 'wastePercentage']","['startingWeight', '20541.0']","['0.8', 'orderCount']"
305,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΚΡΑΜΜΑΤΩΝ ΧΑΛΚΟΥ'],"['COPPER SCRAP ALLOYS', 'Category']",['498'],['50029'],,,,,,,,,,"['startingWeight', '[160122 191203 191202 191212]']",['1468861.155'],"['startingValue', '1245']","['ΚΟΣΜΙΔΗΣ Δ. & ΣΙΑ ΕΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)', 'orderCount']","['finalValue', '272']",['1470152.3800000001'],"['1068338.0', 'wastePercentage']","['964.0', 'ewc']",['0.2']
306,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΚΡΑΜΜΑΤΩΝ ΧΑΛΚΟΥ'],"['COPPER SCRAP ALLOYS', 'Category']",['498'],['50029'],,,,,,,,,,"['startingWeight', '[191203 160118 120103 170405]']",['962776.1782'],"['startingValue', '1111']","['AEIFOROS BULGARIA SA', 'orderCount']","['finalValue', '16']",['962776.1782'],"['370330.0', 'wastePercentage']","['0.0', 'ewc']",['0.0']
307,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΚΡΑΜΜΑΤΩΝ ΧΑΛΚΟΥ'],"['COPPER SCRAP ALLOYS', 'Category']",['498'],['50029'],,,,,,,,,,"['startingWeight', '[191202 191203 120103 120101 160118]']",['198213.27'],"['startingValue', '1031']","['ΑΣΗΜΟΜΥΤΗΣ ΙΩΑΝΝΗΣ ΜΟΝΟΠΡΟΣΩΠΗ ΙΚΕ', 'orderCount']","['finalValue', '33']",['198778.975'],"['237355.0', 'wastePercentage']","['400.0', 'ewc']",['0.7']
308,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΧΑΛΚΟΝΙΚΕΛΙΟΥ 90/10'],"['COPPER NICKEL SCRAP 90/10', 'Category']",['502'],['50033'],,,,,,,,,,"['waste', '[191203]']",['2034.0'],"['startingValue', '1016']","['ΚΥΡΙΑΚΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ & ΣΙΑ', 'orderCount']","['finalValue', '1']",['2052.0'],"['wastePercentage', '570.0']","['5.0', 'startingWeight']",['0.9']
309,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΧΑΛΚΟΝΙΚΕΛΙΟΥ 90/10'],"['COPPER NICKEL SCRAP 90/10', 'Category']",['502'],['50033'],,,,,,,,,,"['waste', '[191203 191001 191202 191212 160117 160122 160118]']","['startingValue', '3345442.605']","['finalValue', '1064']",['AK METAL SCRAP ΕΠΕ'],['681'],['3362944.715'],"['3914274.0', 'wastePercentage']","['startingWeight', '20541.0']","['0.8', 'orderCount']"
310,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΧΑΛΚΟΝΙΚΕΛΙΟΥ 90/10'],"['COPPER NICKEL SCRAP 90/10', 'Category']",['502'],['50033'],,,,,,,,,,"['waste', '[200140]']",['2590.5'],"['978', 'startingValue']","['ΘΕΡΜΟΣΩΛ ΑΤΜΟΛΕΒΗΤΕΣ ΑΕ', 'orderCount']","['finalValue', '1']",['2606.2000000000003'],"['wastePercentage', '830.0']","['5.0', 'startingWeight']",['0.6']
311,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΧΑΛΚΟΝΙΚΕΛΙΟΥ 90/10'],"['COPPER NICKEL SCRAP 90/10', 'Category']",['502'],['50033'],,,,,,,,,,"['startingWeight', '[160122 191203 191202 191212]']",['1468861.155'],"['startingValue', '1245']","['ΚΟΣΜΙΔΗΣ Δ. & ΣΙΑ ΕΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)', 'orderCount']","['finalValue', '272']",['1470152.3800000001'],"['1068338.0', 'wastePercentage']","['964.0', 'ewc']",['0.2']
312,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΧΑΛΚΟΝΙΚΕΛΙΟΥ 70/30'],"['COPPER NICKEL SCRAP 70/30', 'Category']",['503'],['50034'],,,,,,,,,,"['startingWeight', '[160122 191203 191202 191212]']",['1468861.155'],"['startingValue', '1245']","['ΚΟΣΜΙΔΗΣ Δ. & ΣΙΑ ΕΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)', 'orderCount']","['finalValue', '272']",['1470152.3800000001'],"['1068338.0', 'wastePercentage']","['964.0', 'ewc']",['0.2']
313,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΔΙΑΦΟΡΑ ΜΕΤΑΛΛΑ'],"['VARIOUS METAL', 'Category']",['508'],['50210'],,,,,,,,,,"['startingWeight', '[191202 200140]']",['4125.2'],"['1006', 'startingValue']","['ΔΙΕΘΝΗΣ ΕΜΠΟΡΙΑ ΚΟΜΒΙΩΝ ΑΕΕ', 'orderCount']","['finalValue', '11']",['4207.1'],"['41515.0', 'wastePercentage']","['819.0', 'ewc']",['2.2']
314,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΨΥΓΕΙΩΝ ΧΑΛΚΟΥ – ΧΑΛΚΟΝΙΚΕΛΙΟΥ '],"['CU – CUNI RADIATORS SCRAP', 'Category']",['509'],['50211'],,,,,,,,,,"['waste', '[191203 191001 191202 191212 160117 160122 160118]']","['startingValue', '3345442.605']","['finalValue', '1064']",['AK METAL SCRAP ΕΠΕ'],['681'],['3362944.715'],"['3914274.0', 'wastePercentage']","['startingWeight', '20541.0']","['0.8', 'orderCount']"
315,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΨΥΓΕΙΩΝ ΧΑΛΚΟΥ – ΧΑΛΚΟΝΙΚΕΛΙΟΥ '],"['CU – CUNI RADIATORS SCRAP', 'Category']",['509'],['50211'],,,,,,,,,,"['startingWeight', '[160122 191203 191202 191212]']",['1468861.155'],"['startingValue', '1245']","['ΚΟΣΜΙΔΗΣ Δ. & ΣΙΑ ΕΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)', 'orderCount']","['finalValue', '272']",['1470152.3800000001'],"['1068338.0', 'wastePercentage']","['964.0', 'ewc']",['0.2']
316,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΟΡΕΙΧΑΛΚΟΥ 58%'],"['BRASS SCRAP MS-58%', 'Category']",['510'],['50039'],,,,,,,,,,"['[191203 191202 191212]', 'startingWeight']","['1138512.965', 'startingValue']","['finalValue', '1239']","['ΚΑΤΣΟΥΛΗΣ ΑΓΓΕΛΟΣ ΜΟΝ.ΕΠΕ (ΤΟΜ.ΜΕΤΑ', 'orderCount']",['123'],['1141014.125'],"['1199050.0', 'wastePercentage']","['2469.0', 'ewc']",['0.4']
317,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΓΡΕΖΙ ΟΡΕΙΧΑΛΚΟΥ 58%'],"['BRASS SCRAP TURNINGS MS-58%', 'Category']",['511'],['50040'],,,,,,,,,,"['startingWeight', '[200140 170405 150104 191202 200136 120101 191203]']","['37799.4899', 'startingValue']","['1052', 'finalValue']",['ΕΛΛΗΝΙΚΑ ΚΑΛΩΔΙΑ ΕΛΛ.ΒΙΟΜ.ΚΑΛΩΔ.ΜΟΝ'],"['49', 'wastePercentage']",['43003.5199'],"['330771.0', 'orderCount']","['48127.0', 'ewc']",['11.9']
318,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΓΡΕΖΙ ΟΡΕΙΧΑΛΚΟΥ 58%'],"['BRASS SCRAP TURNINGS MS-58%', 'Category']",['511'],['50040'],,,,,,,,,,"['[191202 191203 120101]', 'startingWeight']","['startingValue', '383867.245']","['finalValue', '1044']","['ΜΙΧΑΛΟΠΟΥΛΟΣ Φ. ΑΝΑΣΤΑΣΙΟΣ', 'orderCount']",['138'],['384503.1'],"['wastePercentage', '357280.0']","['543.0', 'ewc']",['0.2']
319,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΓΡΕΖΙ ΟΡΕΙΧΑΛΚΟΥ 58%'],"['BRASS SCRAP TURNINGS MS-58%', 'Category']",['511'],['50040'],,,,,,,,,,"['startingWeight', '[20110]']","['15397.785', 'startingValue']","['1062', 'finalValue']","['FONTANA FOUNTAINS ABEE', 'orderCount']",['9'],['15556.035'],"['17877.0', 'wastePercentage']","['195.0', 'ewc']",['1.8']
320,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΓΡΕΖΙ ΟΡΕΙΧΑΛΚΟΥ 58%'],"['BRASS SCRAP TURNINGS MS-58%', 'Category']",['511'],['50040'],,,,,,,,,,"['startingWeight', '[200140 191203]']",['23773.07'],"['startingValue', '995']","['ΔΗΜΑΣ ΑΕΒΕ', 'orderCount']","['finalValue', '6']",['26014.45'],"['19860.0', 'wastePercentage']","['1650.0', 'ewc']",['9.5']
321,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΓΡΕΖΙ ΟΡΕΙΧΑΛΚΟΥ 58%'],"['BRASS SCRAP TURNINGS MS-58%', 'Category']",['511'],['50040'],,,,,,,,,,"['waste', '[191203 191001 191202 191212 160117 160122 160118]']","['startingValue', '3345442.605']","['finalValue', '1064']",['AK METAL SCRAP ΕΠΕ'],['681'],['3362944.715'],"['3914274.0', 'wastePercentage']","['startingWeight', '20541.0']","['0.8', 'orderCount']"
